Results Table 1
,Genotype,Plant Number,Plot Number,Whorl Number (use field-based numbering - top down),Root Sample Number,Vertical Specimen Diameter,Horizontal Specimen Diameter,Specimen Length,Force at Break (Standard),Displacement at Break (Standard),Flexure displacement at Break (Standard),Maximum Force,Flexure displacement at Maximum Force,Maximum Slope (Automatic)
,,,,,,(mm),(mm),(mm),(N),(mm),(mm),(N),(mm),(N/mm)
"1","B73","1","345","","","21.24","25.22","300.00","98.69","80.61","29.93","185.34","7.67","59.56"
"2","B73","6","345","","","24.38","27.71","300.00","188.83","78.28","29.87","248.92","10.64","57.21"
"3","B73","2","345","","","17.92","21.31","300.00","55.03","49.85","29.96","114.27","6.71","39.30"
"4","B73","3","345","","","19.31","22.75","300.00","65.37","48.27","29.87","131.19","7.55","47.13"
"5","B73","3","347","","","22.18","26.36","300.00","118.03","44.72","29.87","188.25","7.58","55.45"
"6","B73","1","347","","","23.18","26.43","300.00","153.74","46.39","29.96","218.64","8.12","58.17"
"7","B73","2","347","","","18.22","22.15","300.00","80.78","48.28","29.87","161.80","7.49","52.31"
"8","B73","4","347","","","23.02","27.84","300.00","130.86","44.02","29.87","202.86","8.87","59.26"
"9","B73","7","347","","","21.72","25.82","300.00","114.22","45.90","29.87","182.16","7.31","51.74"
"10","CML258","6","226","","","22.20","25.36","300.00","122.43","45.21","29.85","206.23","7.35","55.54"
"11","CML258","1","226","","","23.88","28.82","300.00","167.88","44.21","29.87","298.60","10.55","76.73"
"12","CML258","2","226","","","20.25","23.72","300.00","89.14","48.10","29.85","162.96","8.13","47.59"
"13","CML258","12","226","","","17.15","19.71","300.00","48.73","50.55","29.87","103.68","7.25","30.06"
"14","CML258","9","226","","","23.87","27.55","300.00","259.78","43.94","29.87","348.08","9.20","76.74"
"15","CML258","1","228","","","21.27","24.80","300.00","105.52","46.38","29.87","217.05","9.08","59.46"
"16","CML258","2","228","","","21.94","24.12","300.00","164.49","46.11","30.00","206.82","7.67","56.95"
"17","CML258","3","228","","","18.53","19.77","300.00","55.81","49.41","29.87","110.81","5.99","36.19"
"18","CML258","4","228","","","23.37","27.80","300.00","201.36","44.69","30.00","289.72","10.91","74.61"
"19","CML258","5","228","","","18.02","20.83","300.00","60.26","50.06","29.87","78.87","6.77","25.00"
"20","CML258","6","228","","","24.12","27.58","300.00","175.36","43.29","29.87","321.62","8.93","84.45"
"21","CML258","7","228","","","24.93","28.28","300.00","201.38","43.90","29.99","298.50","9.08","78.54"
"22","CML258","10","228","","","20.32","22.47","300.00","97.06","46.95","29.96","170.31","6.80","51.37"
"23","CML258","11","228","","","21.80","24.92","300.00","118.14","45.37","29.87","234.11","5.84","72.15"
"24","Mo17","10","446","","","13.90","17.90","300.00","30.96","54.61","29.87","67.10","8.78","19.39"
"25","Mo17","11","446","","","16.65","20.73","300.00","91.16","49.33","29.93","130.97","11.66","30.54"
"26","Mo17","1","446","","","15.86","20.68","300.00","78.61","51.09","29.87","130.89","9.05","35.27"
"27","Mo17","12","446","","","16.05","19.54","300.00","57.84","51.75","29.87","102.37","7.61","30.92"
"28","Mo17","4","446","","","14.80","18.36","300.00","47.78","55.38","29.87","82.49","8.63","23.63"
"29","Mo17","14","446","","","15.56","20.03","300.00","62.67","52.34","29.87","108.33","8.90","29.67"
"30","Mo17","9","446","","","15.00","18.66","300.00","45.45","54.68","29.87","88.66","8.15","26.38"
"31","Mo17","4","448","","","19.11","21.70","300.00","119.79","50.39","29.96","144.11","9.56","31.46"
"32","Mo17","3","448","","","19.45","25.94","300.00","221.97","48.32","29.87","231.44","18.71","47.22"
"33","Mo17","7","448","","","18.68","24.05","300.00","148.47","49.62","30.00","180.67","10.85","46.15"
"34","Mo17","1","448","","","20.53","23.60","300.00","298.54","38.11","18.32","298.54","18.32","46.52"

1,Time,Displacement,Force,Flexure displacement
"","1.6400","53.0686","120.8031","2.3929"
"","1.6600","53.0992","121.4865","2.4234"
"","1.6800","53.1291","122.1423","2.4534"
"","1.7000","53.1588","122.7751","2.4830"
"","1.7200","53.1886","123.5129","2.5129"
"","1.7400","53.2188","124.3521","2.5430"
"","1.7600","53.2484","125.2408","2.5727"
"","1.7800","53.2784","126.1996","2.6026"
"","1.8000","53.3086","127.2002","2.6329"
"","1.8200","53.3384","128.1786","2.6627"
"","1.8400","53.3685","129.1517","2.6928"
"","1.8600","53.3988","130.1028","2.7230"
"","1.8800","53.4284","131.0182","2.7527"
"","1.9000","53.4578","131.9287","2.7820"
"","1.9200","53.4878","132.8911","2.8121"
"","1.9400","53.5184","133.8466","2.8427"
"","1.9600","53.5482","134.7253","2.8725"
"","1.9800","53.5782","135.6252","2.9024"
"","2.0000","53.6085","136.5380","2.9328"
"","2.0200","53.6387","137.3587","2.9629"
"","2.0400","53.6685","138.1353","2.9927"
"","2.0600","53.6985","138.9669","3.0228"
"","2.0800","53.7287","139.8567","3.0530"
"","2.1000","53.7586","140.7017","3.0828"
"","2.1200","53.7884","141.5191","3.1126"
"","2.1400","53.8182","142.2930","3.1425"
"","2.1600","53.8483","142.9633","3.1726"
"","2.1800","53.8787","143.3260","3.2030"
"","2.2000","53.9091","143.7679","3.2334"
"","2.2200","53.9390","144.3415","3.2632"
"","2.2400","53.9687","144.9314","3.2929"
"","2.2600","53.9989","145.6244","3.3232"
"","2.2800","54.0289","146.3434","3.3531"
"","2.3000","54.0585","147.0297","3.3828"
"","2.3200","54.0882","147.6593","3.4125"
"","2.3400","54.1180","148.2670","3.4423"
"","2.3600","54.1483","148.9415","3.4725"
"","2.3800","54.1787","149.6514","3.5030"
"","2.4000","54.2091","150.2980","3.5333"
"","2.4200","54.2388","150.7665","3.5631"
"","2.4400","54.2683","151.0020","3.5926"
"","2.4600","54.2984","151.3492","3.6227"
"","2.4800","54.3287","151.6989","3.6530"
"","2.5000","54.3588","152.0627","3.6831"
"","2.5200","54.3886","152.4779","3.7128"
"","2.5400","54.4180","152.9633","3.7423"
"","2.5600","54.4481","153.5680","3.7723"
"","2.5800","54.4785","154.2017","3.8028"
"","2.6000","54.5088","154.7969","3.8331"
"","2.6200","54.5388","155.3778","3.8630"
"","2.6400","54.5687","155.9562","3.8930"
"","2.6600","54.5987","156.5190","3.9230"
"","2.6800","54.6287","157.0524","3.9530"
"","2.7000","54.6587","157.6011","3.9830"
"","2.7200","54.6886","158.1281","4.0129"
"","2.7400","54.7184","158.4471","4.0426"
"","2.7600","54.7483","158.7804","4.0725"
"","2.7800","54.7787","159.2473","4.1030"
"","2.8000","54.8091","159.7798","4.1334"
"","2.8200","54.8390","160.3333","4.1633"
"","2.8400","54.8685","160.7949","4.1928"
"","2.8600","54.8982","161.2089","4.2225"
"","2.8800","54.9283","161.6918","4.2526"
"","2.9000","54.9584","162.2301","4.2827"
"","2.9200","54.9885","162.7844","4.3127"
"","2.9400","55.0182","163.3189","4.3425"
"","2.9600","55.0480","163.8628","4.3722"
"","2.9800","55.0782","164.4090","4.4025"
"","3.0000","55.1087","164.8459","4.4329"
"","3.0200","55.1389","165.2535","4.4632"
"","3.0400","55.1690","165.7441","4.4932"
"","3.0600","55.1991","166.2822","4.5234"
"","3.0800","55.2286","166.7881","4.5529"
"","3.1000","55.2581","167.2664","4.5824"
"","3.1200","55.2882","167.7787","4.6125"
"","3.1400","55.3183","168.2744","4.6425"
"","3.1600","55.3479","168.7034","4.6722"
"","3.1800","55.3781","169.1394","4.7023"
"","3.2000","55.4087","169.6355","4.7329"
"","3.2200","55.4389","170.1271","4.7632"
"","3.2400","55.4689","170.5820","4.7931"
"","3.2600","55.4987","171.0001","4.8229"
"","3.2800","55.5284","171.3649","4.8527"
"","3.3000","55.5585","171.7056","4.8827"
"","3.3200","55.5886","172.0294","4.9129"
"","3.3400","55.6184","172.2262","4.9427"
"","3.3600","55.6479","172.3642","4.9722"
"","3.3800","55.6779","172.6232","5.0022"
"","3.4000","55.7086","172.9658","5.0328"
"","3.4200","55.7388","173.2544","5.0631"
"","3.4400","55.7689","173.3313","5.0932"
"","3.4600","55.7988","173.0085","5.1230"
"","3.4800","55.8284","172.4350","5.1527"
"","3.5000","55.8583","172.2048","5.1826"
"","3.5200","55.8886","172.3083","5.2129"
"","3.5400","55.9188","172.5233","5.2430"
"","3.5600","55.9483","172.7672","5.2726"
"","3.5800","55.9780","172.8650","5.3022"
"","3.6000","56.0083","172.9843","5.3326"
"","3.6200","56.0389","173.2502","5.3632"
"","3.6400","56.0689","173.5158","5.3931"
"","3.6600","56.0987","173.7809","5.4230"
"","3.6800","56.1286","173.9956","5.4529"
"","3.7000","56.1585","174.1985","5.4828"
"","3.7200","56.1884","174.3497","5.5126"
"","3.7400","56.2184","174.4894","5.5427"
"","3.7600","56.2486","174.6983","5.5729"
"","3.7800","56.2788","174.9993","5.6030"
"","3.8000","56.3087","175.3323","5.6330"
"","3.8200","56.3387","175.6390","5.6629"
"","3.8400","56.3688","175.9585","5.6931"
"","3.8600","56.3992","176.2520","5.7235"
"","3.8800","56.4292","176.4302","5.7535"
"","3.9000","56.4587","176.5887","5.7830"
"","3.9200","56.4885","176.8387","5.8127"
"","3.9400","56.5186","177.1292","5.8428"
"","3.9600","56.5484","177.4074","5.8727"
"","3.9800","56.5781","177.6188","5.9024"
"","4.0000","56.6081","177.8409","5.9323"
"","4.0200","56.6383","178.1257","5.9625"
"","4.0400","56.6685","178.4248","5.9927"
"","4.0600","56.6990","178.7322","6.0232"
"","4.0800","56.7290","179.0210","6.0532"
"","4.1000","56.7583","179.2059","6.0826"
"","4.1200","56.7880","179.3762","6.1123"
"","4.1400","56.8181","179.4794","6.1424"
"","4.1600","56.8483","179.4938","6.1726"
"","4.1800","56.8785","179.5171","6.2028"
"","4.2000","56.9084","179.6009","6.2326"
"","4.2200","56.9379","179.7215","6.2621"
"","4.2400","56.9679","179.8914","6.2922"
"","4.2600","56.9984","180.1219","6.3226"
"","4.2800","57.0285","180.3453","6.3527"
"","4.3000","57.0582","180.5699","6.3824"
"","4.3200","57.0882","180.7087","6.4125"
"","4.3400","57.1185","180.8580","6.4428"
"","4.3600","57.1487","181.0258","6.4730"
"","4.3800","57.1789","181.2323","6.5032"
"","4.4000","57.2085","181.4295","6.5328"
"","4.4200","57.2380","181.5943","6.5623"
"","4.4400","57.2686","181.6805","6.5929"
"","4.4600","57.2995","181.6131","6.6237"
"","4.4800","57.3296","181.5457","6.6538"
"","4.5000","57.3590","181.5962","6.6833"
"","4.5200","57.3888","181.6976","6.7130"
"","4.5400","57.4188","181.7509","6.7431"
"","4.5600","57.4490","181.7810","6.7733"
"","4.5800","57.4791","181.8731","6.8034"
"","4.6000","57.5091","182.0290","6.8333"
"","4.6200","57.5387","182.1969","6.8630"
"","4.6400","57.5687","182.3721","6.8929"
"","4.6600","57.5989","182.5596","6.9232"
"","4.6800","57.6290","182.7160","6.9532"
"","4.7000","57.6588","182.7995","6.9831"
"","4.7200","57.6889","182.9154","7.0131"
"","4.7400","57.7188","183.0245","7.0431"
"","4.7600","57.7486","183.1393","7.0729"
"","4.7800","57.7783","183.2758","7.1026"
"","4.8000","57.8083","183.4095","7.1326"
"","4.8200","57.8382","183.5172","7.1624"
"","4.8400","57.8681","183.6375","7.1924"
"","4.8600","57.8988","183.8296","7.2230"
"","4.8800","57.9291","184.0127","7.2533"
"","4.9000","57.9590","184.1736","7.2832"
"","4.9200","57.9886","184.2999","7.3129"
"","4.9400","58.0182","184.3963","7.3425"
"","4.9600","58.0482","184.5128","7.3725"
"","4.9800","58.0786","184.6106","7.4029"
"","5.0000","58.1090","184.6492","7.4332"
"","5.0200","58.1386","184.6626","7.4628"
"","5.0400","58.1682","184.7320","7.4925"
"","5.0600","58.1984","184.8206","7.5227"
"","5.0800","58.2286","184.9110","7.5529"
"","5.1000","58.2586","185.0001","7.5829"
"","5.1200","58.2885","185.1066","7.6127"
"","5.1400","58.3182","185.2246","7.6425"
"","5.1600","58.3480","185.3373","7.6723"
"","5.1800","58.3785","185.2986","7.7028"
"","5.2000","58.4090","185.0995","7.7333"
"","5.2200","58.4385","184.8690","7.7628"
"","5.2400","58.4679","184.7482","7.7921"
"","5.2600","58.4978","184.7813","7.8221"
"","5.2800","58.5282","184.8924","7.8525"
"","5.3000","58.5584","184.9881","7.8826"
"","5.3200","58.5886","185.0485","7.9128"
"","5.3400","58.6186","185.0166","7.9429"
"","5.3600","58.6483","184.0834","7.9726"
"","5.3800","58.6784","183.1043","8.0027"
"","5.4000","58.7087","182.6221","8.0329"
"","5.4200","58.7387","182.4895","8.0630"
"","5.4400","58.7685","182.4459","8.0928"
"","5.4600","58.7985","182.4268","8.1227"
"","5.4800","58.8286","182.3187","8.1529"
"","5.5000","58.8587","182.0059","8.1830"
"","5.5200","58.8891","181.7185","8.2134"
"","5.5400","58.9192","181.5865","8.2435"
"","5.5600","58.9489","181.5717","8.2731"
"","5.5800","58.9788","181.6225","8.3030"
"","5.6000","59.0091","181.6752","8.3333"
"","5.6200","59.0390","181.6882","8.3633"
"","5.6400","59.0684","181.7349","8.3927"
"","5.6600","59.0982","181.8565","8.4224"
"","5.6800","59.1285","182.0078","8.4527"
"","5.7000","59.1588","182.1514","8.4831"
"","5.7200","59.1890","182.2905","8.5132"
"","5.7400","59.2188","182.4064","8.5431"
"","5.7600","59.2483","182.4823","8.5726"
"","5.7800","59.2783","182.5864","8.6025"
"","5.8000","59.3089","182.7018","8.6332"
"","5.8200","59.3394","182.7747","8.6637"
"","5.8400","59.3694","182.8069","8.6937"
"","5.8600","59.3990","182.7975","8.7233"
"","5.8800","59.4285","182.7836","8.7527"
"","5.9000","59.4584","182.7966","8.7827"
"","5.9200","59.4888","182.6422","8.8131"
"","5.9400","59.5191","182.4776","8.8433"
"","5.9600","59.5489","182.3798","8.8731"
"","5.9800","59.5789","182.3822","8.9031"
"","6.0000","59.6094","182.4204","8.9336"
"","6.0200","59.6394","182.4299","8.9637"
"","6.0400","59.6693","182.4077","8.9935"
"","6.0600","59.6989","182.3681","9.0232"
"","6.0800","59.7285","182.3569","9.0527"
"","6.1000","59.7585","182.3678","9.0828"
"","6.1200","59.7891","182.2533","9.1133"
"","6.1400","59.8193","182.1152","9.1436"
"","6.1600","59.8492","182.0070","9.1735"
"","6.1800","59.8791","181.9405","9.2033"
"","6.2000","59.9090","181.8836","9.2333"
"","6.2200","59.9390","181.8287","9.2632"
"","6.2400","59.9688","181.7869","9.2930"
"","6.2600","59.9987","181.7209","9.3230"
"","6.2800","60.0286","181.6275","9.3528"
"","6.3000","60.0586","181.5531","9.3829"
"","6.3200","60.0890","181.5180","9.4133"
"","6.3400","60.1191","181.4545","9.4434"
"","6.3600","60.1490","181.3708","9.4732"
"","6.3800","60.1788","181.2980","9.5031"
"","6.4000","60.2086","181.1927","9.5328"
"","6.4200","60.2384","180.9734","9.5626"
"","6.4400","60.2682","180.7277","9.5925"
"","6.4600","60.2983","180.5126","9.6226"
"","6.4800","60.3279","180.2792","9.6522"
"","6.5000","60.3575","180.1302","9.6818"
"","6.5200","60.3880","180.0738","9.7122"
"","6.5400","60.4185","180.0069","9.7428"
"","6.5600","60.4488","179.9242","9.7731"
"","6.5800","60.4788","179.8506","9.8031"
"","6.6000","60.5088","179.7888","9.8331"
"","6.6200","60.5385","179.6691","9.8628"
"","6.6400","60.5686","179.5654","9.8928"
"","6.6600","60.5990","179.4906","9.9233"
"","6.6800","60.6289","179.3962","9.9532"
"","6.7000","60.6584","179.2704","9.9827"
"","6.7200","60.6885","179.1568","10.0127"
"","6.7400","60.7189","179.0045","10.0432"
"","6.7600","60.7491","178.7789","10.0733"
"","6.7800","60.7789","178.5369","10.1032"
"","6.8000","60.8085","178.2699","10.1328"
"","6.8200","60.8382","177.9966","10.1624"
"","6.8400","60.8684","177.7801","10.1927"
"","6.8600","60.8988","177.5784","10.2231"
"","6.8800","60.9285","177.2629","10.2527"
"","6.9000","60.9580","176.9633","10.2823"
"","6.9200","60.9882","176.7419","10.3124"
"","6.9400","61.0187","176.5423","10.3430"
"","6.9600","61.0493","176.2954","10.3735"
"","6.9800","61.0796","175.9986","10.4039"
"","7.0000","61.1093","175.6604","10.4335"
"","7.0200","61.1387","175.3292","10.4630"
"","7.0400","61.1686","175.0901","10.4928"
"","7.0600","61.1989","174.9491","10.5232"
"","7.0800","61.2293","174.8324","10.5535"
"","7.1000","61.2590","174.6821","10.5833"
"","7.1200","61.2889","174.5090","10.6131"
"","7.1400","61.3189","174.3106","10.6431"
"","7.1600","61.3488","174.1220","10.6731"
"","7.1800","61.3790","173.9438","10.7033"
"","7.2000","61.4091","173.7582","10.7334"
"","7.2200","61.4388","173.6090","10.7630"
"","7.2400","61.4683","173.5017","10.7926"
"","7.2600","61.4985","173.4514","10.8228"
"","7.2800","61.5286","173.3879","10.8529"
"","7.3000","61.5583","173.3218","10.8825"
"","7.3200","61.5880","173.2862","10.9122"
"","7.3400","61.6180","173.2309","10.9423"
"","7.3600","61.6485","173.1015","10.9727"
"","7.3800","61.6789","172.9708","11.0032"
"","7.4000","61.7092","172.8783","11.0335"
"","7.4200","61.7388","172.7485","11.0631"
"","7.4400","61.7683","172.6253","11.0925"
"","7.4600","61.7985","172.5829","11.1228"
"","7.4800","61.8288","172.5496","11.1531"
"","7.5000","61.8589","172.4932","11.1832"
"","7.5200","61.8887","172.3780","11.2130"
"","7.5400","61.9183","172.2166","11.2426"
"","7.5600","61.9481","172.0729","11.2723"
"","7.5800","61.9783","171.9639","11.3026"
"","7.6000","62.0088","171.8961","11.3330"
"","7.6200","62.0388","171.8143","11.3630"
"","7.6400","62.0686","171.7411","11.3928"
"","7.6600","62.0984","171.6838","11.4227"
"","7.6800","62.1285","171.6390","11.4528"
"","7.7000","62.1588","171.5763","11.4830"
"","7.7200","62.1889","171.5177","11.5132"
"","7.7400","62.2187","171.4260","11.5429"
"","7.7600","62.2483","171.3078","11.5726"
"","7.7800","62.2787","171.2279","11.6030"
"","7.8000","62.3091","171.1513","11.6334"
"","7.8200","62.3393","171.0506","11.6635"
"","7.8400","62.3692","170.9528","11.6935"
"","7.8600","62.3991","170.8788","11.7234"
"","7.8800","62.4291","170.7949","11.7534"
"","7.9000","62.4588","170.6674","11.7830"
"","7.9200","62.4887","170.5494","11.8130"
"","7.9400","62.5187","170.4572","11.8430"
"","7.9600","62.5485","170.3853","11.8727"
"","7.9800","62.5787","170.3375","11.9030"
"","8.0000","62.6091","170.2805","11.9334"
"","8.0200","62.6392","170.1864","11.9634"
"","8.0400","62.6687","170.1102","11.9929"
"","8.0600","62.6985","170.1171","12.0227"
"","8.0800","62.7287","170.1362","12.0529"
"","8.1000","62.7589","170.0664","12.0831"
"","8.1200","62.7890","169.9489","12.1133"
"","8.1400","62.8187","169.8059","12.1430"
"","8.1600","62.8481","169.6804","12.1723"
"","8.1800","62.8781","169.6151","12.2023"
"","8.2000","62.9089","169.5728","12.2331"
"","8.2200","62.9393","169.5001","12.2635"
"","8.2400","62.9692","169.4037","12.2935"
"","8.2600","62.9990","169.2889","12.3232"
"","8.2800","63.0284","169.1656","12.3527"
"","8.3000","63.0583","169.0826","12.3826"
"","8.3200","63.0888","169.0310","12.4131"
"","8.3400","63.1189","168.9652","12.4432"
"","8.3600","63.1483","168.8732","12.4726"
"","8.3800","63.1782","168.8213","12.5025"
"","8.4000","63.2086","168.7986","12.5329"
"","8.4200","63.2385","168.7363","12.5627"
"","8.4400","63.2684","168.6660","12.5927"
"","8.4600","63.2986","168.5775","12.6228"
"","8.4800","63.3286","168.4724","12.6529"
"","8.5000","63.3587","168.3762","12.6830"
"","8.5200","63.3888","168.2921","12.7131"
"","8.5400","63.4188","168.2026","12.7430"
"","8.5600","63.4483","168.0987","12.7726"
"","8.5800","63.4781","168.0040","12.8024"
"","8.6000","63.5085","167.9030","12.8327"
"","8.6200","63.5388","167.7897","12.8631"
"","8.6400","63.5691","167.6646","12.8934"
"","8.6600","63.5991","167.4944","12.9234"
"","8.6800","63.6286","167.3123","12.9529"
"","8.7000","63.6582","167.1716","12.9825"
"","8.7200","63.6886","167.0363","13.0129"
"","8.7400","63.7188","166.8402","13.0431"
"","8.7600","63.7486","166.6027","13.0728"
"","8.7800","63.7781","166.3818","13.1024"
