Results Table 1
,Genotype,Plant Number,Plot Number,Whorl Number (use field-based numbering - top down),Root Sample Number,Vertical Specimen Diameter,Horizontal Specimen Diameter,Specimen Length,Force at Break (Standard),Displacement at Break (Standard),Flexure displacement at Break (Standard),Maximum Force,Flexure displacement at Maximum Force,Maximum Slope (Automatic)
,,,,,,(mm),(mm),(mm),(N),(mm),(mm),(N),(mm),(N/mm)
"1","CML258","7","234","","","26.48","30.26","300.00","524.57","12.49","4.90","524.57","4.90","144.45"
"2","CML258","7","234","","","26.48","30.26","300.00","523.75","5.32","4.74","523.75","4.74","146.35"
"3","CML258","3","234","","","23.68","27.92","300.00","187.65","30.86","29.85","366.10","7.38","111.39"
"4","CML258","8","234","","","23.31","26.82","300.00","156.85","30.93","29.87","350.65","7.67","110.57"
"5","CML258","10","234","","","24.55","28.01","300.00","242.61","29.69","29.93","364.89","8.06","108.74"
"6","CML258","12","234","","","21.38","25.14","300.00","118.95","32.45","29.87","284.30","7.43","93.55"
"7","CML258","9","234","","","23.61","26.66","300.00","158.14","30.20","29.87","304.88","6.74","101.35"
"8","CML258","5","234","","","22.74","26.80","300.00","151.05","30.73","29.87","318.16","7.25","101.24"
"9","CML258","2","234","","","21.75","24.62","300.00","119.52","32.39","29.87","277.88","5.93","100.48"
"10","CML258","4","234","","","19.04","21.93","300.00","94.28","35.20","29.87","169.88","7.22","47.67"
"11","CML258","11","234","","","17.79","20.00","300.00","51.43","36.00","29.87","131.91","4.46","52.03"
"12","CML258","1","234","","","27.23","31.28","300.00","524.05","3.81","5.04","524.05","5.04","151.23"
"13","CML258","1","236","","","28.32","32.83","300.00","522.21","0.75","4.43","522.21","4.43","148.81"
"14","CML258","2","236","","","21.98","25.89","300.00","158.66","32.83","29.87","340.29","6.71","110.82"
"15","CML258","3","236","","","23.67","28.13","300.00","230.52","29.41","29.87","389.39","8.24","105.04"
"16","CML258","4","236","","","22.67","25.44","300.00","216.01","32.47","30.00","372.89","7.85","96.64"
"17","CML258","5","236","","","21.84","24.83","300.00","137.23","31.93","29.87","322.60","7.34","94.78"
"18","CML258","7","236","","","24.84","29.71","300.00","524.11","4.89","5.99","524.11","5.99","147.94"

1,Time,Displacement,Force,Flexure displacement
"","1.5400","9.8286","272.1370","2.2414"
"","1.5600","9.8590","275.5905","2.2718"
"","1.5800","9.8889","278.9091","2.3017"
"","1.6000","9.9186","282.1463","2.3315"
"","1.6200","9.9485","285.4220","2.3613"
"","1.6400","9.9784","288.7428","2.3912"
"","1.6600","10.0084","292.0996","2.4212"
"","1.6800","10.0382","295.4147","2.4511"
"","1.7000","10.0680","298.6714","2.4808"
"","1.7200","10.0979","301.9080","2.5108"
"","1.7400","10.1282","305.2044","2.5410"
"","1.7600","10.1587","308.5348","2.5715"
"","1.7800","10.1888","311.7968","2.6016"
"","1.8000","10.2188","315.0238","2.6317"
"","1.8200","10.2487","318.2187","2.6616"
"","1.8400","10.2785","321.3934","2.6913"
"","1.8600","10.3084","324.5639","2.7212"
"","1.8800","10.3380","327.6613","2.7509"
"","1.9000","10.3675","330.7323","2.7804"
"","1.9200","10.3977","333.9629","2.8106"
"","1.9400","10.4287","337.3275","2.8415"
"","1.9600","10.4590","340.5337","2.8719"
"","1.9800","10.4887","343.5802","2.9016"
"","2.0000","10.5186","346.5674","2.9314"
"","2.0200","10.5484","349.5255","2.9613"
"","2.0400","10.5784","352.4458","2.9912"
"","2.0600","10.6084","355.4131","3.0213"
"","2.0800","10.6384","358.3683","3.0512"
"","2.1000","10.6680","361.2374","3.0809"
"","2.1200","10.6977","364.1297","3.1106"
"","2.1400","10.7280","367.1271","3.1409"
"","2.1600","10.7584","370.1326","3.1712"
"","2.1800","10.7887","373.1472","3.2015"
"","2.2000","10.8188","376.1394","3.2317"
"","2.2200","10.8487","378.9841","3.2615"
"","2.2400","10.8785","381.8312","3.2913"
"","2.2600","10.9083","384.6866","3.3212"
"","2.2800","10.9380","387.5067","3.3508"
"","2.3000","10.9675","390.3170","3.3803"
"","2.3200","10.9974","393.1940","3.4103"
"","2.3400","11.0280","396.1312","3.4408"
"","2.3600","11.0583","399.0354","3.4712"
"","2.3800","11.0883","401.9425","3.5012"
"","2.4000","11.1185","404.8414","3.5314"
"","2.4200","11.1486","407.6555","3.5614"
"","2.4400","11.1782","410.4150","3.5911"
"","2.4600","11.2082","413.2976","3.6211"
"","2.4800","11.2388","416.2622","3.6516"
"","2.5000","11.2688","419.0930","3.6816"
"","2.5200","11.2980","421.8115","3.7109"
"","2.5400","11.3279","424.6608","3.7407"
"","2.5600","11.3583","427.5764","3.7711"
"","2.5800","11.3884","430.4277","3.8012"
"","2.6000","11.4187","433.3477","3.8316"
"","2.6200","11.4488","436.2272","3.8616"
"","2.6400","11.4783","438.9346","3.8911"
"","2.6600","11.5083","441.7446","3.9211"
"","2.6800","11.5387","444.6423","3.9516"
"","2.7000","11.5686","447.3852","3.9814"
"","2.7200","11.5979","450.0206","4.0108"
"","2.7400","11.6279","452.7927","4.0408"
"","2.7600","11.6584","455.6549","4.0713"
"","2.7800","11.6887","458.4546","4.1015"
"","2.8000","11.7191","461.2483","4.1320"
"","2.8200","11.7491","463.9200","4.1619"
"","2.8400","11.7783","466.4659","4.1912"
"","2.8600","11.8081","469.1092","4.2209"
"","2.8800","11.8385","471.8551","4.2514"
"","2.9000","11.8686","474.4185","4.2815"
"","2.9200","11.8983","476.8669","4.3111"
"","2.9400","11.9280","479.4078","4.3409"
"","2.9600","11.9581","481.9606","4.3710"
"","2.9800","11.9884","484.4989","4.4012"
"","3.0000","12.0187","487.0284","4.4316"
"","3.0200","12.0487","489.4749","4.4615"
"","3.0400","12.0786","491.9158","4.4914"
"","3.0600","12.1088","494.4231","4.5216"
"","3.0800","12.1389","496.8864","4.5517"
"","3.1000","12.1686","499.2185","4.5814"
"","3.1200","12.1983","501.4766","4.6112"
"","3.1400","12.2281","503.8170","4.6409"
"","3.1600","12.2579","506.2463","4.6708"
"","3.1800","12.2881","508.6758","4.7010"
"","3.2000","12.3186","511.0408","4.7315"
"","3.2200","12.3489","513.3547","4.7617"
"","3.2400","12.3787","515.6809","4.7915"
"","3.2600","12.4085","518.0646","4.8214"
"","3.2800","12.4385","520.4866","4.8513"
"","3.3000","12.4685","522.8989","4.8813"
"","3.3140","12.4895","524.5709","4.9023"
2,Time,Displacement,Force,Flexure displacement
,(s),(mm),(N),(mm)
"","0.0000","0.5803","0.1927","0.0000"
"","0.0200","0.5806","0.2042","0.0003"
"","0.0400","0.5865","0.2811","0.0061"
"","0.0600","0.6075","0.4306","0.0272"
"","0.0800","0.6403","0.6369","0.0600"
"","0.1000","0.6746","0.9068","0.0942"
"","0.1200","0.7047","1.2420","0.1244"
"","0.1400","0.7325","1.6821","0.1522"
"","0.1600","0.7610","2.2824","0.1806"
"","0.1800","0.7902","3.0698","0.2099"
"","0.2000","0.8195","4.0783","0.2391"
"","0.2200","0.8486","5.4067","0.2683"
"","0.2400","0.8781","7.6295","0.2978"
"","0.2600","0.9078","10.8303","0.3274"
"","0.2800","0.9374","14.6511","0.3571"
"","0.3000","0.9672","18.8143","0.3869"
"","0.3200","0.9973","23.1560","0.4170"
"","0.3400","1.0272","27.5530","0.4468"
"","0.3600","1.0569","31.9723","0.4765"
"","0.3800","1.0865","36.4016","0.5062"
"","0.4000","1.1160","40.8057","0.5356"
"","0.4200","1.1457","45.2902","0.5654"
"","0.4400","1.1757","49.7888","0.5954"
"","0.4600","1.2053","54.1549","0.6250"
"","0.4800","1.2356","58.4352","0.6552"
"","0.5000","1.2664","62.8122","0.6861"
"","0.5200","1.2973","67.3470","0.7169"
"","0.5400","1.3272","71.8305","0.7469"
"","0.5600","1.3569","76.2541","0.7766"
"","0.5800","1.3866","80.6609","0.8062"
"","0.6000","1.4163","85.0401","0.8360"
"","0.6200","1.4463","89.4418","0.8660"
"","0.6400","1.4761","93.7811","0.8958"
"","0.6600","1.5057","98.0507","0.9253"
"","0.6800","1.5354","102.3379","0.9551"
"","0.7000","1.5657","106.6824","0.9854"
"","0.7200","1.5962","111.0109","1.0159"
"","0.7400","1.6264","115.2319","1.0461"
"","0.7600","1.6562","119.3320","1.0759"
"","0.7800","1.6860","123.4389","1.1057"
"","0.8000","1.7160","127.5994","1.1357"
"","0.8200","1.7460","131.7700","1.1657"
"","0.8400","1.7759","135.8988","1.1956"
"","0.8600","1.8054","139.9209","1.2251"
"","0.8800","1.8351","143.9806","1.2548"
"","0.9000","1.8658","148.2078","1.2855"
"","0.9200","1.8965","152.3547","1.3161"
"","0.9400","1.9264","156.3073","1.3461"
"","0.9600","1.9562","160.2177","1.3759"
"","0.9800","1.9861","164.1523","1.4058"
"","1.0000","2.0160","168.1018","1.4356"
"","1.0200","2.0459","172.0559","1.4656"
"","1.0400","2.0759","175.9836","1.4956"
"","1.0600","2.1056","179.8246","1.5252"
"","1.0800","2.1351","183.6571","1.5547"
"","1.1000","2.1653","187.6209","1.5850"
"","1.1200","2.1959","191.5992","1.6156"
"","1.1400","2.2260","195.4777","1.6457"
"","1.1600","2.2561","199.3332","1.6758"
"","1.1800","2.2862","203.1737","1.7059"
"","1.2000","2.3161","206.9541","1.7358"
"","1.2200","2.3461","210.7677","1.7658"
"","1.2400","2.3758","214.5162","1.7955"
"","1.2600","2.4053","218.2066","1.8249"
"","1.2800","2.4350","221.9518","1.8547"
"","1.3000","2.4653","225.7667","1.8849"
"","1.3200","2.4957","229.5951","1.9154"
"","1.3400","2.5258","233.3573","1.9455"
"","1.3600","2.5561","237.0634","1.9758"
"","1.3800","2.5863","240.7613","2.0060"
"","1.4000","2.6162","244.4210","2.0359"
"","1.4200","2.6461","248.1286","2.0658"
"","1.4400","2.6762","251.8478","2.0959"
"","1.4600","2.7061","255.5143","2.1257"
"","1.4800","2.7355","259.0805","2.1551"
"","1.5000","2.7651","262.7090","2.1848"
"","1.5200","2.7955","266.4686","2.2152"
"","1.5400","2.8259","270.1823","2.2455"
"","1.5600","2.8562","273.8568","2.2759"
"","1.5800","2.8865","277.4740","2.3061"
"","1.6000","2.9162","280.9978","2.3359"
"","1.6200","2.9460","284.5476","2.3657"
"","1.6400","2.9764","288.2053","2.3961"
"","1.6600","3.0065","291.7981","2.4262"
"","1.6800","3.0357","295.2258","2.4554"
"","1.7000","3.0653","298.7448","2.4850"
"","1.7200","3.0957","302.4178","2.5154"
"","1.7400","3.1262","306.0511","2.5459"
"","1.7600","3.1565","309.6245","2.5762"
"","1.7800","3.1868","313.1500","2.6065"
"","1.8000","3.2165","316.5525","2.6361"
"","1.8200","3.2458","319.8937","2.6655"
"","1.8400","3.2759","323.3764","2.6955"
"","1.8600","3.3062","326.8786","2.7258"
"","1.8800","3.3360","330.2794","2.7556"
"","1.9000","3.3656","333.6658","2.7852"
"","1.9200","3.3954","337.0842","2.8150"
"","1.9400","3.4255","340.5453","2.8452"
"","1.9600","3.4559","344.0134","2.8756"
"","1.9800","3.4863","347.4334","2.9060"
"","2.0000","3.5164","350.7475","2.9360"
"","2.0200","3.5464","354.0427","2.9661"
"","2.0400","3.5765","357.3178","2.9962"
"","2.0600","3.6062","360.5002","3.0259"
"","2.0800","3.6359","363.6963","3.0555"
"","2.1000","3.6657","366.8671","3.0854"
"","2.1200","3.6956","369.9803","3.1152"
"","2.1400","3.7255","373.1415","3.1452"
"","2.1600","3.7558","376.3846","3.1755"
"","2.1800","3.7862","379.6249","3.2059"
"","2.2000","3.8162","382.7943","3.2359"
"","2.2200","3.8461","385.9721","3.2658"
"","2.2400","3.8761","389.1554","3.2958"
"","2.2600","3.9061","392.3153","3.3258"
"","2.2800","3.9361","395.4625","3.3558"
"","2.3000","3.9660","398.5817","3.3857"
"","2.3200","3.9956","401.5909","3.4152"
"","2.3400","4.0252","404.5802","3.4449"
"","2.3600","4.0554","407.6605","3.4751"
"","2.3800","4.0857","410.7715","3.5054"
"","2.4000","4.1160","413.8189","3.5356"
"","2.4200","4.1459","416.8290","3.5656"
"","2.4400","4.1759","419.8612","3.5956"
"","2.4600","4.2061","422.8486","3.6258"
"","2.4800","4.2361","425.7932","3.6558"
"","2.5000","4.2660","428.7279","3.6857"
"","2.5200","4.2956","431.6095","3.7152"
"","2.5400","4.3251","434.5614","3.7448"
"","2.5600","4.3555","437.6936","3.7752"
"","2.5800","4.3864","440.8840","3.8061"
"","2.6000","4.4166","443.8924","3.8363"
"","2.6200","4.4462","446.7526","3.8658"
"","2.6400","4.4759","449.6667","3.8956"
"","2.6600","4.5060","452.4377","3.9257"
"","2.6800","4.5362","455.1514","3.9559"
"","2.7000","4.5662","457.9361","3.9859"
"","2.7200","4.5960","460.7146","4.0156"
"","2.7400","4.6253","463.4319","4.0450"
"","2.7600","4.6551","466.2530","4.0748"
"","2.7800","4.6857","469.1884","4.1054"
"","2.8000","4.7159","471.9932","4.1355"
"","2.8200","4.7458","474.7711","4.1655"
"","2.8400","4.7761","477.5936","4.1958"
"","2.8600","4.8064","480.3264","4.2260"
"","2.8800","4.8361","482.9457","4.2558"
"","2.9000","4.8659","485.5105","4.2856"
"","2.9200","4.8958","488.1142","4.3155"
"","2.9400","4.9255","490.7659","4.3452"
"","2.9600","4.9555","493.4972","4.3752"
"","2.9800","4.9859","496.2070","4.4056"
"","3.0000","5.0159","498.8000","4.4356"
"","3.0200","5.0461","501.4613","4.4658"
"","3.0400","5.0764","504.1508","4.4960"
"","3.0600","5.1063","506.7515","4.5260"
"","3.0800","5.1362","509.2912","4.5559"
"","3.1000","5.1663","511.8623","4.5860"
"","3.1200","5.1965","514.4301","4.6162"
"","3.1400","5.2260","516.8369","4.6456"
"","3.1600","5.2552","519.1373","4.6749"
"","3.1800","5.2851","521.2679","4.7048"
"","3.2000","5.3156","523.5157","4.7353"
"","3.2020","5.3186","523.7451","4.7383"
3,Time,Displacement,Force,Flexure displacement
,(s),(mm),(N),(mm)
"","0.0000","1.0043","12.7248","0.0000"
"","0.0200","1.0045","12.7491","0.0002"
"","0.0400","1.0065","13.0387","0.0022"
"","0.0600","1.0151","14.3767","0.0108"
"","0.0800","1.0377","17.9201","0.0334"
"","0.1000","1.0704","22.8965","0.0661"
"","0.1200","1.1029","27.6898","0.0986"
"","0.1400","1.1323","31.8922","0.1280"
"","0.1600","1.1607","35.8549","0.1564"
"","0.1800","1.1895","39.8018","0.1852"
"","0.2000","1.2186","43.7084","0.2143"
"","0.2200","1.2484","47.6313","0.2441"
"","0.2400","1.2786","51.5183","0.2743"
"","0.2600","1.3082","55.2625","0.3039"
"","0.2800","1.3375","58.9088","0.3332"
"","0.3000","1.3673","62.5353","0.3631"
"","0.3200","1.3973","66.0401","0.3930"
"","0.3400","1.4269","69.4422","0.4226"
"","0.3600","1.4569","72.9055","0.4526"
"","0.3800","1.4869","76.3717","0.4826"
"","0.4000","1.5167","79.7851","0.5124"
"","0.4200","1.5466","83.1844","0.5423"
"","0.4400","1.5767","86.5658","0.5724"
"","0.4600","1.6069","89.8318","0.6026"
"","0.4800","1.6369","92.9346","0.6326"
"","0.5000","1.6668","95.9769","0.6625"
"","0.5200","1.6966","99.0364","0.6923"
"","0.5400","1.7264","101.9606","0.7221"
"","0.5600","1.7565","104.7516","0.7522"
"","0.5800","1.7861","107.6130","0.7818"
"","0.6000","1.8155","110.5670","0.8112"
"","0.6200","1.8456","113.6782","0.8413"
"","0.6400","1.8764","116.8089","0.8721"
"","0.6600","1.9067","119.6674","0.9024"
"","0.6800","1.9364","122.4435","0.9321"
"","0.7000","1.9663","125.3361","0.9620"
"","0.7200","1.9961","128.2099","0.9918"
"","0.7400","2.0259","131.0566","1.0216"
"","0.7600","2.0561","133.9068","1.0518"
"","0.7800","2.0863","136.7932","1.0820"
"","0.8000","2.1160","139.6186","1.1117"
"","0.8200","2.1456","142.3839","1.1413"
"","0.8400","2.1759","145.1757","1.1716"
"","0.8600","2.2061","147.9005","1.2018"
"","0.8800","2.2363","150.5915","1.2320"
"","0.9000","2.2665","153.2386","1.2622"
"","0.9200","2.2965","155.7407","1.2922"
"","0.9400","2.3263","158.0506","1.3220"
"","0.9600","2.3562","160.3848","1.3520"
"","0.9800","2.3858","162.7096","1.3815"
"","1.0000","2.4152","165.0881","1.4109"
"","1.0200","2.4451","167.6490","1.4408"
"","1.0400","2.4756","170.2767","1.4713"
"","1.0600","2.5060","172.6444","1.5017"
"","1.0800","2.5361","174.7821","1.5318"
"","1.1000","2.5663","177.0785","1.5620"
"","1.1200","2.5963","179.4449","1.5920"
"","1.1400","2.6260","181.8695","1.6217"
"","1.1600","2.6560","184.3834","1.6517"
"","1.1800","2.6864","186.8816","1.6821"
"","1.2000","2.7163","189.2868","1.7120"
"","1.2200","2.7457","191.6183","1.7414"
"","1.2400","2.7755","193.9656","1.7712"
"","1.2600","2.8060","196.3749","1.8017"
"","1.2800","2.8363","198.7602","1.8320"
"","1.3000","2.8666","201.1589","1.8623"
"","1.3200","2.8965","203.4691","1.8922"
"","1.3400","2.9262","205.7094","1.9219"
"","1.3600","2.9562","208.0474","1.9519"
"","1.3800","2.9867","210.4455","1.9824"
"","1.4000","3.0165","212.7155","2.0122"
"","1.4200","3.0455","214.8477","2.0412"
"","1.4400","3.0754","217.1037","2.0711"
"","1.4600","3.1060","219.4055","2.1017"
"","1.4800","3.1362","221.5848","2.1319"
"","1.5000","3.1666","223.6282","2.1623"
"","1.5200","3.1967","225.4940","2.1924"
"","1.5400","3.2263","227.3457","2.2220"
"","1.5600","3.2560","229.3704","2.2517"
"","1.5800","3.2864","231.4142","2.2821"
"","1.6000","3.3165","233.3633","2.3122"
"","1.6200","3.3461","235.2119","2.3418"
"","1.6400","3.3758","236.9400","2.3715"
"","1.6600","3.4058","238.6251","2.4015"
"","1.6800","3.4362","240.4823","2.4319"
"","1.7000","3.4666","242.4439","2.4623"
"","1.7200","3.4967","244.4343","2.4924"
"","1.7400","3.5266","246.3457","2.5223"
"","1.7600","3.5567","247.9933","2.5525"
"","1.7800","3.5868","249.6441","2.5825"
"","1.8000","3.6164","251.4065","2.6121"
"","1.8200","3.6461","253.2571","2.6418"
"","1.8400","3.6758","255.1785","2.6715"
"","1.8600","3.7056","257.0934","2.7013"
"","1.8800","3.7357","258.9739","2.7314"
"","1.9000","3.7662","260.8256","2.7619"
"","1.9200","3.7966","262.6252","2.7923"
"","1.9400","3.8265","264.3394","2.8222"
"","1.9600","3.8565","265.6362","2.8522"
"","1.9800","3.8865","266.7165","2.8822"
"","2.0000","3.9163","267.9782","2.9120"
"","2.0200","3.9462","269.3733","2.9419"
"","2.0400","3.9760","270.7304","2.9717"
"","2.0600","4.0057","272.0023","3.0014"
"","2.0800","4.0357","273.4683","3.0314"
"","2.1000","4.0661","275.1751","3.0618"
"","2.1200","4.0965","276.9455","3.0922"
"","2.1400","4.1265","278.6423","3.1222"
"","2.1600","4.1565","280.2331","3.1522"
"","2.1800","4.1862","281.8082","3.1819"
"","2.2000","4.2161","283.4268","3.2118"
"","2.2200","4.2459","285.1145","3.2416"
"","2.2400","4.2757","286.8000","3.2714"
"","2.2600","4.3053","288.3387","3.3010"
"","2.2800","4.3351","289.8213","3.3308"
"","2.3000","4.3659","291.2231","3.3616"
"","2.3200","4.3969","292.2021","3.3926"
"","2.3400","4.4272","293.2135","3.4229"
"","2.3600","4.4567","294.4067","3.4524"
"","2.3800","4.4864","295.8303","3.4821"
"","2.4000","4.5163","297.1768","3.5120"
"","2.4200","4.5462","298.3727","3.5419"
"","2.4400","4.5761","299.6153","3.5718"
"","2.4600","4.6059","300.9396","3.6016"
"","2.4800","4.6356","302.3865","3.6313"
"","2.5000","4.6658","304.0286","3.6615"
"","2.5200","4.6963","305.7064","3.6920"
"","2.5400","4.7263","307.2274","3.7220"
"","2.5600","4.7563","308.6480","3.7520"
"","2.5800","4.7864","309.8494","3.7821"
"","2.6000","4.8163","310.9834","3.8120"
"","2.6200","4.8462","312.2197","3.8419"
"","2.6400","4.8763","313.2088","3.8720"
"","2.6600","4.9059","313.7651","3.9016"
"","2.6800","4.9353","314.6591","3.9310"
"","2.7000","4.9655","315.9252","3.9612"
"","2.7200","4.9962","315.0901","3.9919"
"","2.7400","5.0266","314.1120","4.0223"
"","2.7600","5.0569","314.4865","4.0526"
"","2.7800","5.0868","315.6251","4.0825"
"","2.8000","5.1162","316.9463","4.1119"
"","2.8200","5.1459","318.3994","4.1416"
"","2.8400","5.1764","319.9612","4.1721"
"","2.8600","5.2067","321.4832","4.2024"
"","2.8800","5.2362","322.8375","4.2319"
"","2.9000","5.2654","324.2018","4.2611"
"","2.9200","5.2957","325.6922","4.2914"
"","2.9400","5.3263","327.0785","4.3220"
"","2.9600","5.3569","328.4259","4.3527"
"","2.9800","5.3870","329.4408","4.3827"
"","3.0000","5.4166","330.0474","4.4123"
"","3.0200","5.4466","330.8475","4.4423"
"","3.0400","5.4769","331.8718","4.4726"
"","3.0600","5.5068","332.8300","4.5025"
"","3.0800","5.5361","333.5481","4.5318"
"","3.1000","5.5656","334.4461","4.5613"
"","3.1200","5.5960","335.3911","4.5917"
"","3.1400","5.6265","336.2363","4.6222"
"","3.1600","5.6569","336.5989","4.6526"
"","3.1800","5.6871","334.8622","4.6828"
"","3.2000","5.7166","333.0915","4.7123"
"","3.2200","5.7461","332.6952","4.7418"
"","3.2400","5.7766","333.3259","4.7723"
"","3.2600","5.8069","333.8129","4.8026"
"","3.2800","5.8362","334.0168","4.8319"
"","3.3000","5.8656","333.6042","4.8613"
"","3.3200","5.8955","333.4544","4.8912"
"","3.3400","5.9260","333.9904","4.9217"
"","3.3600","5.9566","334.9253","4.9523"
"","3.3800","5.9870","335.9712","4.9827"
"","3.4000","6.0167","336.9359","5.0124"
"","3.4200","6.0463","337.8326","5.0420"
"","3.4400","6.0764","338.7566","5.0721"
"","3.4600","6.1065","339.6953","5.1022"
"","3.4800","6.1363","340.6058","5.1320"
"","3.5000","6.1661","341.1566","5.1618"
"","3.5200","6.1960","341.5658","5.1917"
"","3.5400","6.2259","342.2056","5.2216"
