Year,Experiment,CollectionDate,Geographic.Location,Collector,Species,Accession,Plot,Plant,Treatment,Developmental.Stage,Plant.Height..cm.,Diameter..mm.,Fat.Stem.Diameter..mm.,Skinny.Stem.Diameter..mm.,Panicle.Length..cm.,Tassel.Length..cm.,Tassel.Height..cm.,Ear.Height..cm.,Leaf.Count,Collar.Number,Tiller.No.,FloweringDate,SilkingDate,SelfingDate,BR.Whorls.Emerged,BR.Whorls.in.Soil,Lodging,Notes,X
2021,BMMB,9/28/21,"Newark, DE",Jon,Maize,CML258,1074,4,Week 19,,261,,22,20,,NA,,174,,,NA,,,,NA,NA,,Detasseled: No,PXL_20211001_143210335.MP.jpg
2021,BMMB,9/28/21,"Newark, DE",Jon,Maize,CML258,1074,6,Week 19,,254,,27,25,,NA,,174,,,NA,,,,NA,NA,,Detasseled: No,PXL_20211001_143210335.MP.jpg
2021,BMMB,9/28/21,"Newark, DE",Jon,Maize,CML258,1074,7,Week 19,,259,,24,21,,NA,,174,,,NA,,,,NA,NA,,Detasseled: No,PXL_20211001_143210335.MP.jpg
2021,BMMB,9/28/21,"Newark, DE",Jon,Maize,CML258,913,12,Week 19,,231,,26,24,,NA,,174,,,NA,,,,NA,NA,,Detasseled: Yes,PXL_20211001_143219641.MP.jpg
2021,BMMB,9/28/21,"Newark, DE",Jon,Maize,CML258,909,4,Week 19,,242,,27,23,,NA,,172,,,NA,,,,NA,NA,,Detasseled: No,PXL_20211001_143147209.MP.jpg
2021,BMMB,9/28/21,"Newark, DE",Jon,Maize,CML258,1089,3,Week 19,,247,,22,20,,NA,,172,,,NA,,,,NA,NA,,Detasseled: No,PXL_20211001_143200446.MP.jpg
2021,BMMB,9/28/21,"Newark, DE",Jon,Maize,CML258,913,7,Week 19,,245,,25,23,,NA,,172,,,NA,,,,NA,NA,,Detasseled: No,PXL_20211001_143219641.MP.jpg
2021,BMMB,9/28/21,"Newark, DE",Jon,Maize,CML258,1016,10,Week 19,,250,,25,23,,NA,,171,,,NA,,,,NA,NA,,Detasseled: Yes,PXL_20211001_143210335.MP.jpg
2021,BMMB,9/28/21,"Newark, DE",Jon,Maize,CML258,909,8,Week 19,,246,,26,24,,NA,,170,,,NA,,,,NA,NA,,Detasseled: No,PXL_20211001_143147209.MP.jpg
2021,BMMB,9/28/21,"Newark, DE",Jon,Maize,CML258,1089,8,Week 19,,264,,21,19,,NA,,170,,,NA,,,,NA,NA,,Detasseled: Yes,PXL_20211001_143200446.MP.jpg
2021,BMMB,9/28/21,"Newark, DE",Jon,Maize,CML258,1016,2,Week 19,,249,,28,24,,NA,,170,,,NA,,,,NA,NA,,Detasseled: No,PXL_20211001_143210335.MP.jpg
2021,BMMB,9/28/21,"Newark, DE",Jon,Maize,CML258,913,4,Week 19,,251,,20,18,,NA,,170,,,NA,,,,NA,NA,,Detasseled: No,PXL_20211001_143219641.MP.jpg
2021,BMMB,9/28/21,"Newark, DE",Jon,Maize,CML258,1016,11,Week 19,,237,,30,25,,NA,,169,,,NA,,,,NA,NA,,Detasseled: Yes,PXL_20211001_143210335.MP.jpg
2021,BMMB,9/28/21,"Newark, DE",Jon,Maize,CML258,914,2,Week 19,,233,,28,24,,NA,,169,,,NA,,,,NA,NA,,Detasseled: No,PXL_20211001_143219641.MP.jpg
2021,BMMB,9/28/21,"Newark, DE",Jon,Maize,CML258,913,2,Week 19,,234,,23,20,,NA,,168,,,NA,,,,NA,NA,,Detasseled: Yes,PXL_20211001_143219641.MP.jpg
2021,BMMB,9/28/21,"Newark, DE",Jon,Maize,CML258,1089,6,Week 19,,243,,26,23,,NA,,167,,,NA,,,,NA,NA,,Detasseled: Yes,PXL_20211001_143200446.MP.jpg
2021,BMMB,9/28/21,"Newark, DE",Jon,Maize,CML258,1074,9,Week 19,,243,,32,27,,NA,,167,,,NA,,,,NA,NA,,Detasseled: No,PXL_20211001_143210335.MP.jpg
2021,BMMB,9/28/21,"Newark, DE",Jon,Maize,CML258,909,2,Week 19,,227,,23,20,,NA,,166,,,NA,,,,NA,NA,,Detasseled: No,PXL_20211001_143147209.MP.jpg
2021,BMMB,9/28/21,"Newark, DE",Jon,Maize,CML258,1074,10,Week 19,,247,,30,26,,NA,,166,,,NA,,,,NA,NA,,Detasseled: No,PXL_20211001_143210335.MP.jpg
2021,BMMB,9/28/21,"Newark, DE",Jon,Maize,CML258,1074,15,Week 19,,253,,26,24,,NA,,165,,,NA,,,,NA,NA,,Detasseled: Yes,PXL_20211001_143200446.MP.jpg
2021,BMMB,9/28/21,"Newark, DE",Jon,Maize,CML258,909,7,Week 19,,242,,24,20,,NA,,164,,,NA,,,,NA,NA,,Detasseled: No,PXL_20211001_143147209.MP.jpg
2021,BMMB,9/28/21,"Newark, DE",Jon,Maize,CML258,1016,1,Week 19,,241,,28,24,,NA,,164,,,NA,,,,NA,NA,,Detasseled: No,PXL_20211001_143210335.MP.jpg
2021,BMMB,9/28/21,"Newark, DE",Jon,Maize,CML258,913,8,Week 19,,242,,26,24,,NA,,164,,,NA,,,,NA,NA,,Detasseled: Yes,PXL_20211001_143219641.MP.jpg
2021,BMMB,9/28/21,"Newark, DE",Jon,Maize,CML258,1074,11,Week 19,,235,,19,16,,NA,,163,,,NA,,,,NA,NA,,Detasseled: Yes,PXL_20211001_143200446.MP.jpg
2021,BMMB,9/28/21,"Newark, DE",Jon,Maize,CML258,1074,12,Week 19,,248,,27,25,,NA,,163,,,NA,,,,NA,NA,,Detasseled: Yes,PXL_20211001_143200446.MP.jpg
2021,BMMB,9/28/21,"Newark, DE",Jon,Maize,CML258,1074,5,Week 19,,247,,24,22,,NA,,163,,,NA,,,,NA,NA,,Detasseled: No,PXL_20211001_143210335.MP.jpg
2021,BMMB,9/28/21,"Newark, DE",Jon,Maize,CML258,909,1,Week 19,,215,,29,26,,NA,,162,,,NA,,,,NA,NA,,Detasseled: No,PXL_20211001_143147209.MP.jpg
2021,BMMB,9/28/21,"Newark, DE",Jon,Maize,CML258,1089,7,Week 19,,251,,25,21,,NA,,162,,,NA,,,,NA,NA,,Detasseled: Yes,PXL_20211001_143200446.MP.jpg
2021,BMMB,9/28/21,"Newark, DE",Jon,Maize,CML258,913,13,Week 19,,218,,34,29,,NA,,161,,,NA,,,,NA,NA,,Detasseled: Yes,PXL_20211001_143219641.MP.jpg
2021,BMMB,9/28/21,"Newark, DE",Jon,Maize,CML258,909,12,Week 19,,222,,24,21,,NA,,160,,,NA,,,,NA,NA,,Detasseled: Yes,PXL_20211001_143147209.MP.jpg
2021,BMMB,9/28/21,"Newark, DE",Jon,Maize,CML258,909,14,Week 19,,222,,28,25,,NA,,160,,,NA,,,,NA,NA,,Detasseled: Yes,PXL_20211001_143147209.MP.jpg
2021,BMMB,9/28/21,"Newark, DE",Jon,Maize,CML258,1089,10,Week 19,,233,,36,31,,NA,,160,,,NA,,,,NA,NA,,Detasseled: No,PXL_20211001_143200446.MP.jpg
2021,BMMB,9/28/21,"Newark, DE",Jon,Maize,CML258,913,9,Week 19,,225,,20,18,,NA,,160,,,NA,,,,NA,NA,,Detasseled: No,PXL_20211001_143219641.MP.jpg
2021,BMMB,9/28/21,"Newark, DE",Jon,Maize,CML258,1074,14,Week 19,,255,,24,22,,NA,,159,,,NA,,,,NA,NA,,Detasseled: Yes,PXL_20211001_143200446.MP.jpg
2021,BMMB,9/28/21,"Newark, DE",Jon,Maize,CML258,1089,1,Week 19,,248,,32,27,,NA,,159,,,NA,,,,NA,NA,,Detasseled: No,PXL_20211001_143200446.MP.jpg
2021,BMMB,9/28/21,"Newark, DE",Jon,Maize,CML258,1016,9,Week 19,,233,,26,23,,NA,,159,,,NA,,,,NA,NA,,Detasseled: Yes,PXL_20211001_143210335.MP.jpg
2021,BMMB,9/28/21,"Newark, DE",Jon,Maize,CML258,1074,2,Week 19,,264,,20,18,,NA,,159,,,NA,,,,NA,NA,,Detasseled: No,PXL_20211001_143210335.MP.jpg
2021,BMMB,9/28/21,"Newark, DE",Jon,Maize,CML258,909,5,Week 19,,250,,22,20,,NA,,158,,,NA,,,,NA,NA,,Detasseled: No,PXL_20211001_143147209.MP.jpg
2021,BMMB,9/28/21,"Newark, DE",Jon,Maize,CML258,1089,4,Week 19,,245,,27,24,,NA,,158,,,NA,,,,NA,NA,,Detasseled: No,PXL_20211001_143200446.MP.jpg
2021,BMMB,9/28/21,"Newark, DE",Jon,Maize,CML258,914,1,Week 19,,212,,27,23,,NA,,157,,,NA,,,,NA,NA,,Detasseled: Yes,PXL_20211001_143219641.MP.jpg
2021,BMMB,9/28/21,"Newark, DE",Jon,Maize,CML258,909,6,Week 19,,235,,23,21,,NA,,155,,,NA,,,,NA,NA,,Detasseled: No,PXL_20211001_143147209.MP.jpg
2021,BMMB,9/28/21,"Newark, DE",Jon,Maize,CML258,909,9,Week 19,,247,,21,19,,NA,,155,,,NA,,,,NA,NA,,Detasseled: Yes,PXL_20211001_143147209.MP.jpg
2021,BMMB,9/28/21,"Newark, DE",Jon,Maize,CML258,909,10,Week 19,,230,,25,22,,NA,,155,,,NA,,,,NA,NA,,Detasseled: Yes,PXL_20211001_143147209.MP.jpg
2021,BMMB,9/28/21,"Newark, DE",Jon,Maize,CML258,1074,16,Week 19,,243,,30,26,,NA,,154,,,NA,,,,NA,NA,,Detasseled: No,PXL_20211001_143200446.MP.jpg
2021,BMMB,9/28/21,"Newark, DE",Jon,Maize,CML258,913,10,Week 19,,236,,26,22,,NA,,153,,,NA,,,,NA,NA,,Detasseled: Yes,PXL_20211001_143219641.MP.jpg
2021,BMMB,9/28/21,"Newark, DE",Jon,Maize,CML258,909,3,Week 19,,223,,19,17,,NA,,152,,,NA,,,,NA,NA,,Detasseled: No,PXL_20211001_143147209.MP.jpg
2021,BMMB,9/28/21,"Newark, DE",Jon,Maize,CML258,909,11,Week 19,,230,,24,21,,NA,,152,,,NA,,,,NA,NA,,Detasseled: Yes,PXL_20211001_143147209.MP.jpg
2021,BMMB,9/28/21,"Newark, DE",Jon,Maize,CML258,1089,9,Week 19,,236,,26,23,,NA,,152,,,NA,,,,NA,NA,,Detasseled: Yes,PXL_20211001_143200446.MP.jpg
2021,BMMB,9/28/21,"Newark, DE",Jon,Maize,CML258,909,15,Week 19,,180,,28,25,,NA,,149,,,NA,,,,NA,NA,,Detasseled: Yes,PXL_20211001_143147209.MP.jpg
2021,BMMB,9/28/21,"Newark, DE",Jon,Maize,CML258,1016,7,Week 19,,233,,15,15,,NA,,145,,,NA,,,,NA,NA,,Detasseled: No,PXL_20211001_143210335.MP.jpg
2021,BMMB,9/28/21,"Newark, DE",Jon,Maize,CML258,1016,12,Week 19,,161,,17,16,,NA,,106,,,NA,,,,NA,NA,,Detasseled: No,PXL_20211001_143210335.MP.jpg
2021,BMMB,7/21/21,"Newark, DE",Jon,Maize,CML258,964,1,Week 9,,127,,32,25,,NA,,,17,11,NA,,,,NA,NA,,,PXL_20211001_143528668.MP.jpg
2021,BMMB,7/21/21,"Newark, DE",Jon,Maize,CML258,964,2,Week 9,,128,,27,20,,NA,,,16,10,NA,,,,NA,NA,,,PXL_20211001_143528668.MP.jpg
2021,BMMB,7/21/21,"Newark, DE",Jon,Maize,CML258,964,3,Week 9,,102,,22.5,14,,NA,,,14,10,NA,,,,NA,NA,,,PXL_20211001_143528668.MP.jpg
2021,BMMB,7/21/21,"Newark, DE",Jon,Maize,CML258,964,4,Week 9,,136,,34,25,,NA,,,17,11,NA,,,,NA,NA,,,PXL_20211001_143528668.MP.jpg
2021,BMMB,7/21/21,"Newark, DE",Jon,Maize,CML258,964,5,Week 9,,120,,22,15,,NA,,,16,10,NA,,,,NA,NA,,,PXL_20211001_143528668.MP.jpg
2021,BMMB,7/21/21,"Newark, DE",Jon,Maize,CML258,964,6,Week 9,,133,,30,24,,NA,,,16,10,NA,,,,NA,NA,,,PXL_20211001_143528668.MP.jpg
2021,BMMB,7/21/21,"Newark, DE",Jon,Maize,CML258,964,7,Week 9,,120,,27,22,,NA,,,16,9,NA,,,,NA,NA,,,PXL_20211001_143528668.MP.jpg
2021,BMMB,7/21/21,"Newark, DE",Jon,Maize,CML258,964,8,Week 9,,150,,38,25.5,,NA,,,17,10,NA,,,,NA,NA,,,PXL_20211001_143528668.MP.jpg
2021,BMMB,7/21/21,"Newark, DE",Jon,Maize,CML258,962,1,Week 9,,123,,30,23,,NA,,,18,12,NA,,,,NA,NA,,,PXL_20211001_143528668.MP.jpg
2021,BMMB,7/21/21,"Newark, DE",Jon,Maize,CML258,962,2,Week 9,,128,,30,25,,NA,,,17,9,NA,,,,NA,NA,,,PXL_20211001_143528668.MP.jpg
2021,BMMB,7/21/21,"Newark, DE",Jon,Maize,CML258,962,3,Week 9,,105,,21,13,,NA,,,14,9,NA,,,,NA,NA,,,PXL_20211001_143528668.MP.jpg
2021,BMMB,7/21/21,"Newark, DE",Jon,Maize,CML258,962,4,Week 9,,130,,32.5,24,,NA,,,17,10,NA,,,,NA,NA,,,PXL_20211001_143528668.MP.jpg
2021,BMMB,7/21/21,"Newark, DE",Jon,Maize,CML258,962,5,Week 9,,158,,35,27,,NA,,,18,11,NA,,,,NA,NA,,,PXL_20211001_143528668.MP.jpg
2021,BMMB,7/21/21,"Newark, DE",Jon,Maize,CML258,962,6,Week 9,,150,,33,25,,NA,,,19,12,NA,,,,NA,NA,,,PXL_20211001_143528668.MP.jpg
2021,BMMB,7/21/21,"Newark, DE",Jon,Maize,CML258,962,7,Week 9,,146,,33,25,,NA,,,17,9,NA,,,,NA,NA,,,PXL_20211001_143528668.MP.jpg
2021,BMMB,7/21/21,"Newark, DE",Jon,Maize,CML258,962,8,Week 9,,144,,21.5,20,,NA,,,17,10,NA,,,,NA,NA,,,PXL_20211001_143528668.MP.jpg
2021,BMMB,7/21/21,"Newark, DE",Jon,Maize,CML258,959,1,Week 9,,126,,31,23,,NA,,,14,9,NA,,,,NA,NA,,,PXL_20211001_143528668.MP.jpg
2021,BMMB,7/21/21,"Newark, DE",Jon,Maize,CML258,959,2,Week 9,,110,,23,14,,NA,,,14,9,NA,,,,NA,NA,,,PXL_20211001_143528668.MP.jpg
2021,BMMB,7/21/21,"Newark, DE",Jon,Maize,CML258,959,3,Week 9,,153,,42,27,,NA,,,18,10,NA,,,,NA,NA,,,PXL_20211001_143528668.MP.jpg
2021,BMMB,7/21/21,"Newark, DE",Jon,Maize,CML258,959,4,Week 9,,136,,34,27,,NA,,,17,10,NA,,,,NA,NA,,,PXL_20211001_143528668.MP.jpg
2021,BMMB,7/21/21,"Newark, DE",Jon,Maize,CML258,959,5,Week 9,,154,,31,25,,NA,,,16,10,NA,,,,NA,NA,,,PXL_20211001_143528668.MP.jpg
2021,BMMB,7/21/21,"Newark, DE",Jon,Maize,CML258,959,6,Week 9,,146,,27.5,23,,NA,,,18,11,NA,,,,NA,NA,,,PXL_20211001_143528668.MP.jpg
2021,BMMB,7/21/21,"Newark, DE",Jon,Maize,CML258,958,1,Week 9,,124,,26,19,,NA,,,16,10,NA,,,,NA,NA,,,PXL_20211001_143528668.MP.jpg
2021,BMMB,7/21/21,"Newark, DE",Jon,Maize,CML258,958,2,Week 9,,145,,33,26,,NA,,,16,9,NA,,,,NA,NA,,,PXL_20211001_143528668.MP.jpg
2021,BMMB,7/21/21,"Newark, DE",Jon,Maize,CML258,958,3,Week 9,,142,,35,27,,NA,,,16,9,NA,,,,NA,NA,,,PXL_20211001_143528668.MP.jpg
2021,BMMB,7/21/21,"Newark, DE",Jon,Maize,CML258,958,4,Week 9,,115,,25,19,,NA,,,14,8,NA,,,,NA,NA,,,PXL_20211001_143528668.MP.jpg
2021,BMMB,7/21/21,"Newark, DE",Jon,Maize,CML258,958,5,Week 9,,128,,30,23,,NA,,,15,8,NA,,,,NA,NA,,,PXL_20211001_143528668.MP.jpg
2021,BMMB,7/21/21,"Newark, DE",Jon,Maize,CML258,958,6,Week 9,,121,,20,13,,NA,,,13,8,NA,,,,NA,NA,,,PXL_20211001_143528668.MP.jpg
2021,BMMB,7/21/21,"Newark, DE",Jon,Maize,CML258,958,7,Week 9,,131,,27,21,,NA,,,15,9,NA,,,,NA,NA,,,PXL_20211001_143528668.MP.jpg
2021,BMMB,7/21/21,"Newark, DE",Jon,Maize,CML258,1018,1,Week 9,,129,,36,26,,NA,,,NA,NA,NA,,,,NA,NA,,,PXL_20211001_143528668.MP.jpg
2021,BMMB,7/21/21,"Newark, DE",Jon,Maize,CML258,1018,2,Week 9,,123,,27,17,,NA,,,NA,NA,NA,,,,NA,NA,,,PXL_20211001_143528668.MP.jpg
2021,BMMB,7/21/21,"Newark, DE",Jon,Maize,CML258,1018,3,Week 9,,140,,34,25,,NA,,,NA,NA,NA,,,,NA,NA,,,PXL_20211001_143528668.MP.jpg
2021,BMMB,7/21/21,"Newark, DE",Jon,Maize,CML258,1018,4,Week 9,,133,,23,20,,NA,,,NA,NA,NA,,,,NA,NA,,,PXL_20211001_143528668.MP.jpg
2021,BMMB,7/21/21,"Newark, DE",Jon,Maize,CML258,1018,5,Week 9,,149,,31,26,,NA,,,NA,NA,NA,,,,NA,NA,,,PXL_20211001_143528668.MP.jpg
2021,BMMB,7/21/21,"Newark, DE",Jon,Maize,CML258,1019,1,Week 9,,149,,36,28,,NA,,,17,10,NA,,,,NA,NA,,,PXL_20211001_143528668.MP.jpg
2021,BMMB,7/21/21,"Newark, DE",Jon,Maize,CML258,1019,2,Week 9,,149,,37,27,,NA,,,16,9,NA,,,,NA,NA,,,PXL_20211001_143528668.MP.jpg
2021,BMMB,7/21/21,"Newark, DE",Jon,Maize,CML258,1019,3,Week 9,,120,,27,22,,NA,,,16,9,NA,,,,NA,NA,,,PXL_20211001_143528668.MP.jpg
2021,BMMB,7/21/21,"Newark, DE",Jon,Maize,CML258,1019,4,Week 9,,146,,37,27,,NA,,,15,8,NA,,,,NA,NA,,,PXL_20211001_143528668.MP.jpg
2021,BMMB,7/21/21,"Newark, DE",Jon,Maize,CML258,1019,5,Week 9,,133,,31,24,,NA,,,16,10,NA,,,,NA,NA,,,PXL_20211001_143528668.MP.jpg
2021,BMMB,7/21/21,"Newark, DE",Jon,Maize,CML258,1029,1,Week 9,,92,,18,10,,NA,,,15,12,NA,,,,NA,NA,,,PXL_20211001_143528668.MP.jpg
2021,BMMB,7/21/21,"Newark, DE",Jon,Maize,CML258,1029,2,Week 9,,140,,39,28,,NA,,,19,11,NA,,,,NA,NA,,,PXL_20211001_143528668.MP.jpg
2021,BMMB,7/21/21,"Newark, DE",Jon,Maize,CML258,1029,3,Week 9,,100,,15,10,,NA,,,13,7,NA,,,,NA,NA,,,PXL_20211001_143528668.MP.jpg
2021,BMMB,7/21/21,"Newark, DE",Jon,Maize,CML258,1029,4,Week 9,,153,,35,26,,NA,,,15,10,NA,,,,NA,NA,,,PXL_20211001_143528668.MP.jpg
2021,BMMB,7/21/21,"Newark, DE",Jon,Maize,CML258,1029,5,Week 9,,156,,39,30,,NA,,,18,10,NA,,,,NA,NA,,,PXL_20211001_143528668.MP.jpg
2021,BMMB,7/21/21,"Newark, DE",Jon,Maize,CML258,1029,6,Week 9,,153,,36,26,,NA,,,15,10,NA,,,,NA,NA,,,PXL_20211001_143544598.MP.jpg
2021,BMMB,7/21/21,"Newark, DE",Jon,Maize,CML258,1029,7,Week 9,,160,,34,27,,NA,,,17,10,NA,,,,NA,NA,,,PXL_20211001_143544598.MP.jpg
2021,BMMB,7/21/21,"Newark, DE",Jon,Maize,CML258,1029,8,Week 9,,140,,27,22,,NA,,,15,9,NA,,,,NA,NA,,,PXL_20211001_143544598.MP.jpg
2021,BMMB,7/21/21,"Newark, DE",Jon,Maize,CML258,1083,1,Week 9,,142,,43,30,,NA,,,16,10,NA,,,,NA,NA,,,PXL_20211001_143544598.MP.jpg
2021,BMMB,7/21/21,"Newark, DE",Jon,Maize,CML258,1083,2,Week 9,,131,,36,28,,NA,,,16,9,NA,,,,NA,NA,,,PXL_20211001_143544598.MP.jpg
2021,BMMB,7/21/21,"Newark, DE",Jon,Maize,CML258,1083,3,Week 9,,101,,15,9,,NA,,,12,8,NA,,,,NA,NA,,,PXL_20211001_143544598.MP.jpg
2021,BMMB,7/21/21,"Newark, DE",Jon,Maize,CML258,1083,4,Week 9,,95,,20,13,,NA,,,14,8,NA,,,,NA,NA,,,PXL_20211001_143544598.MP.jpg
2021,BMMB,7/21/21,"Newark, DE",Jon,Maize,CML258,1083,5,Week 9,,136,,36,27,,NA,,,14,8,NA,,,,NA,NA,,,PXL_20211001_143544598.MP.jpg
2021,BMMB,7/21/21,"Newark, DE",Jon,Maize,CML258,1083,6,Week 9,,138,,32,25,,NA,,,16,9,NA,,,,NA,NA,,,PXL_20211001_143544598.MP.jpg
2021,BMMB,7/28/21,"Newark, DE",Jon,Maize,CML258,964,1,Week 10,,167,,35,26,,NA,,,19,12,NA,,,,NA,NA,,,PXL_20211001_143544598.MP.jpg
2021,BMMB,7/28/21,"Newark, DE",Jon,Maize,CML258,964,2,Week 10,,154,,30,24,,NA,,,16,10,NA,,,,NA,NA,,,PXL_20211001_143544598.MP.jpg
2021,BMMB,7/28/21,"Newark, DE",Jon,Maize,CML258,964,3,Week 10,,134,,24,20,,NA,,,14,10,NA,,,,NA,NA,,,PXL_20211001_143544598.MP.jpg
2021,BMMB,7/28/21,"Newark, DE",Jon,Maize,CML258,964,4,Week 10,,171,,35,25,,NA,,,19,13,NA,,,,NA,NA,,,PXL_20211001_143544598.MP.jpg
2021,BMMB,7/28/21,"Newark, DE",Jon,Maize,CML258,964,5,Week 10,,150,,24,21,,NA,,,13,10,NA,,,,NA,NA,,,PXL_20211001_143544598.MP.jpg
2021,BMMB,7/28/21,"Newark, DE",Jon,Maize,CML258,964,6,Week 10,,161,,33,25,,NA,,,16,10,NA,,,,NA,NA,,,PXL_20211001_143544598.MP.jpg
2021,BMMB,7/28/21,"Newark, DE",Jon,Maize,CML258,964,7,Week 10,,152,,30,23,,NA,,,16,10,NA,,,,NA,NA,,,PXL_20211001_143544598.MP.jpg
2021,BMMB,7/28/21,"Newark, DE",Jon,Maize,CML258,964,8,Week 10,,176,,37,29,,NA,,,19,12,NA,,,,NA,NA,,,PXL_20211001_143544598.MP.jpg
2021,BMMB,7/28/21,"Newark, DE",Jon,Maize,CML258,959,1,Week 10,,160,,36,28,,NA,,,17,11,NA,,,,NA,NA,,,PXL_20211001_143544598.MP.jpg
2021,BMMB,7/28/21,"Newark, DE",Jon,Maize,CML258,959,2,Week 10,,139,,27,22,,NA,,,15,10,NA,,,,NA,NA,,,PXL_20211001_143544598.MP.jpg
2021,BMMB,7/28/21,"Newark, DE",Jon,Maize,CML258,959,3,Week 10,,184,,45,29,,NA,,,18,11,NA,,,,NA,NA,,,PXL_20211001_143544598.MP.jpg
2021,BMMB,7/28/21,"Newark, DE",Jon,Maize,CML258,959,4,Week 10,,170,,35,27,,NA,,,17,11,NA,,,,NA,NA,,,PXL_20211001_143544598.MP.jpg
2021,BMMB,7/28/21,"Newark, DE",Jon,Maize,CML258,959,5,Week 10,,168,,31,25,,NA,,,16,12,NA,,,,NA,NA,,,PXL_20211001_143544598.MP.jpg
2021,BMMB,7/28/21,"Newark, DE",Jon,Maize,CML258,959,6,Week 10,,167,,29,25,,NA,,,16,11,NA,,,,NA,NA,,,PXL_20211001_143544598.MP.jpg
2021,BMMB,7/28/21,"Newark, DE",Jon,Maize,CML258,958,1,Week 10,,146,,29,25,,NA,,,17,11,NA,,,,NA,NA,,,PXL_20211001_143544598.MP.jpg
2021,BMMB,7/28/21,"Newark, DE",Jon,Maize,CML258,958,2,Week 10,,161,,36,27,,NA,,,17,10,NA,,,,NA,NA,,,PXL_20211001_143544598.MP.jpg
2021,BMMB,7/28/21,"Newark, DE",Jon,Maize,CML258,958,3,Week 10,,162,,37,27,,NA,,,17,11,NA,,,,NA,NA,,,PXL_20211001_143544598.MP.jpg
2021,BMMB,7/28/21,"Newark, DE",Jon,Maize,CML258,958,4,Week 10,,141,,27,23,,NA,,,15,10,NA,,,,NA,NA,,,PXL_20211001_143544598.MP.jpg
2021,BMMB,7/28/21,"Newark, DE",Jon,Maize,CML258,958,5,Week 10,,154,,30,23,,NA,,,16,11,NA,,,,NA,NA,,,PXL_20211001_143544598.MP.jpg
2021,BMMB,7/28/21,"Newark, DE",Jon,Maize,CML258,958,6,Week 10,,129,,22,19,,NA,,,13,9,NA,,,,NA,NA,,,PXL_20211001_143544598.MP.jpg
2021,BMMB,7/28/21,"Newark, DE",Jon,Maize,CML258,958,7,Week 10,,150,,29,23,,NA,,,15,10,NA,,,,NA,NA,,,PXL_20211001_143544598.MP.jpg
2021,BMMB,7/28/21,"Newark, DE",Jon,Maize,CML258,1018,1,Week 10,,NA,,39,30,,NA,,,NA,NA,NA,,,,NA,NA,,,PXL_20211001_143544598.MP.jpg
2021,BMMB,7/28/21,"Newark, DE",Jon,Maize,CML258,1018,2,Week 10,,NA,,22,23,,NA,,,NA,NA,NA,,,,NA,NA,,,PXL_20211001_143544598.MP.jpg
2021,BMMB,7/28/21,"Newark, DE",Jon,Maize,CML258,1018,3,Week 10,,NA,,34,25,,NA,,,NA,NA,NA,,,,NA,NA,,,PXL_20211001_143544598.MP.jpg
2021,BMMB,7/28/21,"Newark, DE",Jon,Maize,CML258,1018,4,Week 10,,NA,,23,20,,NA,,,NA,NA,NA,,,,NA,NA,,,PXL_20211001_143544598.MP.jpg
2021,BMMB,7/28/21,"Newark, DE",Jon,Maize,CML258,1018,5,Week 10,,NA,,32,26,,NA,,,NA,NA,NA,,,,NA,NA,,,PXL_20211001_143544598.MP.jpg
2021,BMMB,7/28/21,"Newark, DE",Jon,Maize,CML258,1029,1,Week 10,,123,,22,17,,NA,,,15,9,NA,,,,NA,NA,,,PXL_20211001_143544598.MP.jpg
2021,BMMB,7/28/21,"Newark, DE",Jon,Maize,CML258,1029,2,Week 10,,176,,41,30,,NA,,,19,13,NA,,,,NA,NA,,,PXL_20211001_143544598.MP.jpg
2021,BMMB,7/28/21,"Newark, DE",Jon,Maize,CML258,1029,3,Week 10,,115,,16,15,,NA,,,13,9,NA,,,,NA,NA,,,PXL_20211001_143544598.MP.jpg
2021,BMMB,7/28/21,"Newark, DE",Jon,Maize,CML258,1029,4,Week 10,,168,,34,25,,NA,,,18,12,NA,,,,NA,NA,,,PXL_20211001_143544598.MP.jpg
2021,BMMB,7/28/21,"Newark, DE",Jon,Maize,CML258,1029,5,Week 10,,190,,40,28,,NA,,,17,10,NA,,,,NA,NA,,,PXL_20211001_143544598.MP.jpg
2021,BMMB,7/28/21,"Newark, DE",Jon,Maize,CML258,1029,6,Week 10,,179,,34,28,,NA,,,16,10,NA,,,,NA,NA,,,PXL_20211001_143544598.MP.jpg
2021,BMMB,7/28/21,"Newark, DE",Jon,Maize,CML258,1029,7,Week 10,,179,,37,26,,NA,,,18,11,NA,,,,NA,NA,,,PXL_20211001_143544598.MP.jpg
2021,BMMB,7/28/21,"Newark, DE",Jon,Maize,CML258,1029,8,Week 10,,164,,26,23,,NA,,,16,11,NA,,,,NA,NA,,,PXL_20211001_143544598.MP.jpg
2021,BMMB,7/28/21,"Newark, DE",Jon,Maize,CML258,1083,1,Week 10,,168,,43,31,,NA,,,17,9,NA,,,,NA,NA,,,PXL_20211001_143544598.MP.jpg
2021,BMMB,7/28/21,"Newark, DE",Jon,Maize,CML258,1083,2,Week 10,,155,,35,27,,NA,,,17,10,NA,,,,NA,NA,,,PXL_20211001_143557818.MP.jpg
2021,BMMB,7/28/21,"Newark, DE",Jon,Maize,CML258,1083,3,Week 10,,120,,20,14,,NA,,,14,10,NA,,,,NA,NA,,,PXL_20211001_143557818.MP.jpg
