Experiment,Year,Date,Geographic.Location,Accession,Species,Plot.ID,Plant.Number,Plant.Age,Test.Type,Load.Cell.Height..m.,Operator,Raw.Data.Label,Raw.Slope.IMU..N.m...Calculated.from.Load.and.Unload.,Flexural.Rigidity..EI....IMU,PusherName,Additional.Notes,Publication.s.,TimeOfTesting
BMMB,2021,9/10/21,"Newark, DE",CML258,Maize,910,1,,A,0.54,JR,910_1_09_10_2021_12_32.xls,833.0564,43.7254643,,Week8,NA,12:32 PM
BMMB,2021,9/27/21,"Newark, DE",CML258,Maize,910,1,,A,0.54,sas,910_1_09_27_2021_10_13.xlsx,1032.293,54.182995,,FinalTesting,NA,10:13 AM
BMMB,2021,9/10/21,"Newark, DE",CML258,Maize,910,2,,A,0.54,JR,910_2_09_10_2021_12_34.xls,228.078,11.9713581,,Week8,NA,12:34 PM
BMMB,2021,9/27/21,"Newark, DE",CML258,Maize,910,2,,A,0.54,sas,910_2_09_27_2021_10_16.xls,516.6933,27.1201979,,FinalTesting,NA,10:16 AM
BMMB,2021,9/10/21,"Newark, DE",CML258,Maize,910,3,,A,0.54,JR,910_3_09_10_2021_12_36.xls,182.0641,9.55618048,,Week8,NA,12:36 PM
BMMB,2021,9/27/21,"Newark, DE",CML258,Maize,910,3,,A,0.54,sas,910_3_09_27_2021_10_23.xls,218.2746,11.4567972,,FinalTesting,NA,10:23 AM
BMMB,2021,9/10/21,"Newark, DE",CML258,Maize,910,4,,A,0.54,JR,910_4_09_10_2021_12_38.xls,290.6405,15.2551386,,Week8,NA,12:38 PM
BMMB,2021,9/27/21,"Newark, DE",CML258,Maize,910,4,,A,0.54,sas,910_4_09_27_2021_10_25.xls,848.6787,44.5454476,,FinalTesting,NA,10:25 AM
BMMB,2021,9/10/21,"Newark, DE",CML258,Maize,910,5,,A,0.54,JR,910_5_09_10_2021_12_40.xls,824.64298,43.2838607,,Week8,NA,12:40 PM
BMMB,2021,9/27/21,"Newark, DE",CML258,Maize,910,5,,A,0.54,sas,910_5_09_27_2021_10_27.xls,1169.26,61.3721189,,FinalTesting,NA,10:27 AM
BMMB,2021,9/10/21,"Newark, DE",CML258,Maize,910,6,,A,0.54,JR,910_6_09_10_2021_12_43.xls,908.82394,47.702351,,Week8,NA,12:43 PM
BMMB,2021,9/27/21,"Newark, DE",CML258,Maize,910,6,,A,0.54,sas,910_6_09_27_2021_10_30.xls,1053.246,55.282776,,FinalTesting,NA,10:30 AM
BMMB,2021,9/10/21,"Newark, DE",CML258,Maize,910,7,,A,0.54,JR,910_7_09_10_2021_12_45.xls,90.20809,4.73484223,,Week8,NA,12:45 PM
BMMB,2021,9/27/21,"Newark, DE",CML258,Maize,910,7,,A,0.54,sas,910_7_09_27_2021_10_31.xls,189.37883,9.94011603,,FinalTesting,NA,10:31 AM
BMMB,2021,9/27/21,"Newark, DE",CML258,Maize,910,9,,A,0.54,sas,910_9_09_27_2021_10_34.xls,924.3911,48.5194401,,FinalTesting,NA,10:34 AM
BMMB,2021,9/27/21,"Newark, DE",CML258,Maize,910,10,,A,0.54,sas,910_10_09_27_2021_10_37.xls,1000.4435,52.5112784,,FinalTesting,NA,10:37 AM
BMMB,2021,9/27/21,"Newark, DE",CML258,Maize,910,10,,A,0.54,sas,910_10_09_27_2021_10_38.xls,264.87128,13.9025637,,FinalTesting,NA,10:38 AM
BMMB,2021,9/27/21,"Newark, DE",CML258,Maize,910,11,,A,0.54,sas,910_11_09_27_2021_10_41.xls,817.6233,42.9154118,,FinalTesting,NA,10:41 AM
BMMB,2021,9/27/21,"Newark, DE",CML258,Maize,910,12,,A,0.54,sas,910_12_09_27_2021_10_43.xls,1082.7714,56.8325052,,FinalTesting,NA,10:43 AM
BMMB,2021,9/27/21,"Newark, DE",CML258,Maize,910,13,,A,0.54,sas,910_13_09_27_2021_10_45.xls,1088.6333,57.1401847,,FinalTesting,NA,10:45 AM
BMMB,2021,9/27/21,"Newark, DE",CML258,Maize,910,14,,A,0.54,sas,910_14_09_27_2021_10_47.xls,1012.0891,53.1225327,,FinalTesting,NA,10:47 AM
BMMB,2021,9/22/21,"Newark, DE",CML258,Maize,912,1,,A,0.54,JR,912_1_09_22_2021_12_31.xls,583.6386,30.6340228,,Week10,NA,12:31 PM
BMMB,2021,9/27/21,"Newark, DE",CML258,Maize,912,1,,A,0.54,sas,912_1_09_27_2021_10_50.xls,1012.0891,53.1225327,,FinalTesting,NA,10:50 AM
BMMB,2021,9/27/21,"Newark, DE",CML258,Maize,912,1,,A,0.54,sas,912_1_09_27_2021_10_51.xls,880.9164,46.23754,,FinalTesting,NA,10:51 AM
BMMB,2021,9/22/21,"Newark, DE",CML258,Maize,912,2,,A,0.54,JR,912_2_09_22_2021_12_34.xls,987.7245,51.8436836,,Week10,NA,12:34 PM
BMMB,2021,9/27/21,"Newark, DE",CML258,Maize,912,2,,A,0.54,sas,912_2_09_27_2021_10_52.xls,701.9354,36.8431853,,FinalTesting,NA,10:52 AM
BMMB,2021,9/22/21,"Newark, DE",CML258,Maize,912,3,,A,0.54,JR,912_3_09_22_2021_12_39.xls,818.6356,42.9685454,,Week10,NA,12:39 PM
BMMB,2021,9/27/21,"Newark, DE",CML258,Maize,912,3,,A,0.54,sas,912_3_09_27_2021_10_55.xls,752.6056,39.5027627,,FinalTesting,NA,10:55 AM
BMMB,2021,9/22/21,"Newark, DE",CML258,Maize,912,4,,A,0.54,JR,912_4_09_22_2021_12_40.xls,334.3612,17.5499507,,Week10,NA,12:40 PM
BMMB,2021,9/27/21,"Newark, DE",CML258,Maize,912,4,,A,0.54,sas,912_4_09_27_2021_10_57.xls,359.2626,18.8569753,,FinalTesting,NA,10:57 AM
BMMB,2021,9/22/21,"Newark, DE",CML258,Maize,912,5,,A,0.54,JR,912_5_09_22_2021_12_43.xls,1038.7687,54.5228915,,Week10,NA,12:43 PM
BMMB,2021,9/27/21,"Newark, DE",CML258,Maize,912,5,,A,0.54,sas,912_5_09_27_2021_10_59.xls,1002.5203,52.6202855,,FinalTesting,NA,10:59 AM
BMMB,2021,9/22/21,"Newark, DE",CML258,Maize,912,6,,A,0.54,JR,912_6_09_22_2021_12_45.xls,877.727,46.0701348,,Week10,NA,12:45 PM
BMMB,2021,9/27/21,"Newark, DE",CML258,Maize,912,6,,A,0.54,sas,912_6_09_27_2021_11_01.xls,713.285,37.4389031,,FinalTesting,NA,11:01 AM
BMMB,2021,9/22/21,"Newark, DE",CML258,Maize,912,7,,A,0.54,JR,912_7_09_22_2021_12_47.xls,769.1848,40.3729718,,Week10,NA,12:47 PM
BMMB,2021,9/27/21,"Newark, DE",CML258,Maize,912,7,,A,0.54,sas,912_7_09_27_2021_11_04.xls,784.9467,41.2002824,,FinalTesting,NA,11:04 AM
BMMB,2021,9/27/21,"Newark, DE",CML258,Maize,912,8,,A,0.54,sas,912_8_09_27_2021_11_06.xls,1063.8023,55.8368551,,FinalTesting,NA,11:06 AM
BMMB,2021,9/27/21,"Newark, DE",CML258,Maize,912,9,,A,0.54,sas,912_9_09_27_2021_11_08.xls,999.3488,52.4538198,,FinalTesting,NA,11:08 AM
BMMB,2021,9/27/21,"Newark, DE",CML258,Maize,912,10,,A,0.54,sas,912_10_09_27_2021_11_11.xls,1085.338,56.9672209,,FinalTesting,NA,11:11 AM
BMMB,2021,9/27/21,"Newark, DE",CML258,Maize,912,11,,A,0.54,sas,912_11_09_27_2021_11_12.xls,1040.189,54.5974402,,FinalTesting,NA,11:12 AM
BMMB,2021,9/27/21,"Newark, DE",CML258,Maize,912,12,,A,0.54,sas,912_12_09_27_2021_11_14.xls,723.0574,37.9518368,,FinalTesting,NA,11:14 AM
BMMB,2021,7/28/21,"Newark, DE",CML258,Maize,915,1,,A,0.54,JR,915_1_07_28_2021_13_01.xls,329.3018,17.2843929,,Week2,NA,1:01 PM
BMMB,2021,9/27/21,"Newark, DE",CML258,Maize,915,1,,A,0.54,sas,915_1_09_27_2021_11_18.xls,977.5773,51.3110773,,FinalTesting,NA,11:18 AM
BMMB,2021,7/28/21,"Newark, DE",CML258,Maize,915,2,,A,0.54,JR,915_2_07_28_2021_13_03.xls,425.8203,22.3504559,,Week2,NA,1:03 PM
BMMB,2021,9/27/21,"Newark, DE",CML258,Maize,915,2,,A,0.54,sas,915_2_09_27_2021_11_20.xls,853.1011,44.7775705,,FinalTesting,NA,11:20 AM
BMMB,2021,7/28/21,"Newark, DE",CML258,Maize,915,3,,A,0.54,JR,915_3_07_28_2021_13_07.xls,140.64517,7.38218368,,Week2,NA,1:07 PM
BMMB,2021,9/27/21,"Newark, DE",CML258,Maize,915,3,,A,0.54,sas,915_3_09_27_2021_11_22.xls,493.4081,25.8980044,,FinalTesting,NA,11:22 AM
BMMB,2021,7/28/21,"Newark, DE",CML258,Maize,915,4,,A,0.54,JR,915_4_07_28_2021_13_09.xls,351.079,18.4274346,,Week2,NA,1:09 PM
BMMB,2021,9/27/21,"Newark, DE",CML258,Maize,915,4,,A,0.54,sas,915_4_09_27_2021_11_23.xls,493.4081,25.8980044,,FinalTesting,NA,11:23 AM
BMMB,2021,9/27/21,"Newark, DE",CML258,Maize,915,4,,A,0.54,sas,915_4_09_27_2021_11_24.xls,890.6633,46.7491353,,FinalTesting,NA,11:24 AM
BMMB,2021,7/28/21,"Newark, DE",CML258,Maize,915,5,,A,0.54,JR,915_5_07_28_2021_13_11.xls,397.26317,20.8515493,,Week2,NA,1:11 PM
BMMB,2021,9/27/21,"Newark, DE",CML258,Maize,915,5,,A,0.54,sas,915_5_09_27_2021_11_27.xls,931.6601,48.9009753,,FinalTesting,NA,11:27 AM
BMMB,2021,7/28/21,"Newark, DE",CML258,Maize,915,6,,A,0.54,JR,915_6_07_28_2021_13_14.xls,194.77041,10.2231093,,Week2,NA,1:14 PM
BMMB,2021,9/27/21,"Newark, DE",CML258,Maize,915,6,,A,0.54,sas,915_6_09_27_2021_11_28.xls,498.1172,26.1451756,,FinalTesting,NA,11:28 AM
BMMB,2021,7/28/21,"Newark, DE",CML258,Maize,915,7,,A,0.54,JR,915_7_07_28_2021_13_15.xls,90.72886,4.7621764,,Week2,NA,1:15 PM
BMMB,2021,9/27/21,"Newark, DE",CML258,Maize,915,7,,A,0.54,sas,915_7_09_27_2021_11_30.xls,197.94405,10.3896873,,FinalTesting,NA,11:30 AM
BMMB,2021,7/28/21,"Newark, DE",CML258,Maize,915,8,,A,0.54,JR,915_8_07_28_2021_13_17.xls,81.94335,4.30104255,,Week2,NA,1:17 PM
BMMB,2021,9/27/21,"Newark, DE",CML258,Maize,915,8,,A,0.54,sas,915_8_09_27_2021_11_33.xls,259.0783,13.5985018,,FinalTesting,NA,11:33 AM
BMMB,2021,9/27/21,"Newark, DE",CML258,Maize,915,8,,A,0.54,sas,915_8_09_27_2021_11_32.xls,259.0783,13.5985018,,FinalTesting,NA,11:32 AM
BMMB,2021,9/27/21,"Newark, DE",CML258,Maize,915,9,,A,0.54,sas,915_9_09_27_2021_11_35.xls,1049.91,55.1076761,,FinalTesting,NA,11:35 AM
BMMB,2021,9/27/21,"Newark, DE",CML258,Maize,915,10,,A,0.54,sas,915_10_09_27_2021_11_37.xls,712.8012,37.4135094,,FinalTesting,NA,11:37 AM
BMMB,2021,9/27/21,"Newark, DE",CML258,Maize,915,11,,A,0.54,sas,915_11_09_27_2021_11_39.xls,543.4914,28.5267766,,FinalTesting,NA,11:39 AM
BMMB,2021,9/27/21,"Newark, DE",CML258,Maize,915,12,,A,0.54,sas,915_12_09_27_2021_11_45.xls,855.4613,44.9014527,,FinalTesting,NA,11:45 AM
BMMB,2021,9/27/21,"Newark, DE",CML258,Maize,915,13,,A,0.54,sas,915_13_09_27_2021_11_47.xls,99.24463,5.20915214,,FinalTesting,NA,11:47 AM
BMMB,2021,9/27/21,"Newark, DE",CML258,Maize,915,14,,A,0.54,sas,915_14_09_27_2021_11_49.xls,865.3554,45.4207742,,FinalTesting,NA,11:49 AM
BMMB,2021,9/27/21,"Newark, DE",CML258,Maize,915,15,,A,0.54,sas,915_15_09_27_2021_11_51.xls,1069.4437,56.1329609,,FinalTesting,NA,11:51 AM
BMMB,2021,9/27/21,"Newark, DE",CML258,Maize,915,16,,A,0.54,sas,915_16_09_27_2021_11_53.xls,339.21852,17.8049017,,FinalTesting,NA,11:53 AM
BMMB,2021,7/21/21,"Newark, DE",CML258,Maize,958,1,,A,0.54,JR,958_1_07_21_2021_12_56.xlsx,83.02947,4.35805082,,Week1,NA,12:56 PM
BMMB,2021,7/28/21,"Newark, DE",CML258,Maize,958,1,,A,0.54,JR,958_1_07_28_2021_12_44.xls,211.0972,11.0800698,,Week2,NA,12:44 PM
BMMB,2021,8/3/21,"Newark, DE",CML258,Maize,958,1,,A,0.54,JR,958_1_08_03_2021_13_11.xls,401.3289,21.0649513,,Week3,NA,1:11 PM
BMMB,2021,8/11/21,"Newark, DE",CML258,Maize,958,1,,A,0.54,JR,958_1_08_11_2021_12_30.xls,437.7525,22.9767532,,Week4,NA,12:30 PM
BMMB,2021,8/19/21,"Newark, DE",CML258,Maize,958,1,,A,0.54,JR,958_1_08_19_2021_12_42.xls,310.69,16.3074967,,Week5,NA,12:42 PM
BMMB,2021,8/25/21,"Newark, DE",CML258,Maize,958,1,,A,0.54,JR,958_1_08_25_2021_12_41.xls,971.8582,51.0108932,,Week6,NA,12:41 PM
BMMB,2021,9/10/21,"Newark, DE",CML258,Maize,958,1,,A,0.54,JR,958_1_09_10_2021_13_06.xls,842.821,44.2379886,,Week8,NA,1:06 PM
BMMB,2021,9/15/21,"Newark, DE",CML258,Maize,958,1,,A,0.54,JR,958_1_09_15_2021_12_40.xls,1093.7091,57.4066032,,Week9,NA,12:40 PM
BMMB,2021,9/22/21,"Newark, DE",CML258,Maize,958,1,,A,0.54,JR,958_1_09_22_2021_13_11.xls,1078.8173,56.6249624,,Week10,NA,1:11 PM
BMMB,2021,9/27/21,"Newark, DE",CML258,Maize,958,1,,A,0.54,anh,958_1_09_27_2021_15_32.xls,861.1253,45.1987447,,FinalTesting,NA,3:32 PM
BMMB,2021,7/21/21,"Newark, DE",CML258,Maize,958,2,,A,0.54,JR,958_2_07_21_2021_12_59.xls,284.3452,14.9247109,,Week1,NA,12:59 PM
BMMB,2021,7/28/21,"Newark, DE",CML258,Maize,958,2,,A,0.54,JR,958_2_07_28_2021_12_46.xls,478.7418,25.1281996,,Week2,NA,12:46 PM
BMMB,2021,8/3/21,"Newark, DE",CML258,Maize,958,2,,A,0.54,JR,958_2_08_03_2021_13_13.xls,750.1337,39.3730176,,Week3,NA,1:13 PM
BMMB,2021,8/11/21,"Newark, DE",CML258,Maize,958,2,,A,0.54,JR,958_2_08_11_2021_12_33.xls,1017.1308,53.3871614,,Week4,NA,12:33 PM
BMMB,2021,8/19/21,"Newark, DE",CML258,Maize,958,2,,A,0.54,JR,958_2_08_19_2021_12_44.xls,752.0962,39.4760253,,Week5,NA,12:44 PM
BMMB,2021,8/25/21,"Newark, DE",CML258,Maize,958,2,,A,0.54,JR,958_2_08_25_2021_12_43.xls,1145.7827,60.1398424,,Week6,NA,12:43 PM
BMMB,2021,9/10/21,"Newark, DE",CML258,Maize,958,2,,A,0.54,JR,958_2_09_10_2021_13_09.xls,904.154,47.4572352,,Week8,NA,1:09 PM
BMMB,2021,9/15/21,"Newark, DE",CML258,Maize,958,2,,A,0.54,JR,958_2_09_15_2021_12_42.xls,1084.0602,56.9001518,,Week9,NA,12:42 PM
BMMB,2021,9/22/21,"Newark, DE",CML258,Maize,958,2,,A,0.54,JR,958_2_09_22_2021_13_13.xls,932.5549,48.9479416,,Week10,NA,1:13 PM
BMMB,2021,9/27/21,"Newark, DE",CML258,Maize,958,2,,A,0.54,anh,958_2_09_27_2021_15_34.xls,901.9618,47.342171,,FinalTesting,NA,3:34 PM
BMMB,2021,7/21/21,"Newark, DE",CML258,Maize,958,3,,A,0.54,JR,958_3_07_21_2021_13_01.xls,321.24611,16.8615658,,Week1,NA,1:01 PM
BMMB,2021,7/28/21,"Newark, DE",CML258,Maize,958,3,,A,0.54,JR,958_3_07_28_2021_12_49.xls,555.0397,29.1329238,,Week2,NA,12:49 PM
BMMB,2021,8/3/21,"Newark, DE",CML258,Maize,958,3,,A,0.54,JR,958_3_08_03_2021_13_15.xls,814.9861,42.7769904,,Week3,NA,1:15 PM
BMMB,2021,8/11/21,"Newark, DE",CML258,Maize,958,3,,A,0.54,JR,958_3_08_11_2021_12_35.xls,1090.5914,57.2429614,,Week4,NA,12:35 PM
BMMB,2021,8/19/21,"Newark, DE",CML258,Maize,958,3,,A,0.54,JR,958_3_08_19_2021_12_46.xls,757.1542,39.7415096,,Week5,NA,12:46 PM
BMMB,2021,8/25/21,"Newark, DE",CML258,Maize,958,3,,A,0.54,JR,958_3_08_25_2021_12_46.xls,1125.6321,59.0821777,,Week6,NA,12:46 PM
BMMB,2021,9/10/21,"Newark, DE",CML258,Maize,958,3,,A,0.54,JR,958_3_09_10_2021_13_12.xls,870.4365,45.687471,,Week8,NA,1:12 PM
BMMB,2021,9/15/21,"Newark, DE",CML258,Maize,958,3,,A,0.54,JR,958_3_09_15_2021_12_44.xls,1188.8496,62.4003378,,Week9,NA,12:44 PM
BMMB,2021,9/22/21,"Newark, DE",CML258,Maize,958,3,,A,0.54,JR,958_3_09_22_2021_13_15.xls,823.4328,43.2203408,,Week10,NA,1:15 PM
BMMB,2021,9/27/21,"Newark, DE",CML258,Maize,958,3,,A,0.54,anh,958_3_09_27_2021_15_36.xls,774.2074,40.636598,,FinalTesting,NA,3:36 PM
BMMB,2021,7/21/21,"Newark, DE",CML258,Maize,958,4,,A,0.54,JR,958_4_07_21_2021_13_03.xls,83.03305,4.35823873,,Week1,NA,1:03 PM
BMMB,2021,7/28/21,"Newark, DE",CML258,Maize,958,4,,A,0.54,JR,958_4_07_28_2021_12_51.xls,143.41167,7.52739173,,Week2,NA,12:51 PM
BMMB,2021,8/3/21,"Newark, DE",CML258,Maize,958,4,,A,0.54,JR,958_4_08_03_2021_13_18.xls,273.291,14.344498,,Week3,NA,1:18 PM
BMMB,2021,8/11/21,"Newark, DE",CML258,Maize,958,4,,A,0.54,JR,958_4_08_11_2021_12_37.xls,395.6367,20.7661791,,Week4,NA,12:37 PM
BMMB,2021,8/19/21,"Newark, DE",CML258,Maize,958,4,,A,0.54,JR,958_4_08_19_2021_12_47.xls,222.6443,11.686154,,Week5,NA,12:47 PM
BMMB,2021,8/25/21,"Newark, DE",CML258,Maize,958,4,,A,0.54,JR,958_4_08_25_2021_12_48.xls,851.5607,44.696718,,Week6,NA,12:48 PM
BMMB,2021,9/10/21,"Newark, DE",CML258,Maize,958,4,,A,0.54,JR,958_4_09_10_2021_13_14.xls,537.3402,28.2039124,,Week8,NA,1:14 PM
BMMB,2021,9/15/21,"Newark, DE",CML258,Maize,958,4,,A,0.54,JR,958_4_09_15_2021_12_47.xls,904.5836,47.479784,,Week9,NA,12:47 PM
BMMB,2021,9/22/21,"Newark, DE",CML258,Maize,958,4,,A,0.54,JR,958_4_09_22_2021_13_18.xls,886.85914,46.5494625,,Week10,NA,1:18 PM
BMMB,2021,9/27/21,"Newark, DE",CML258,Maize,958,4,,A,0.54,anh,958_4_09_27_2021_15_38.xls,845.4533,44.3761528,,FinalTesting,NA,3:38 PM
BMMB,2021,7/21/21,"Newark, DE",CML258,Maize,958,5,,A,0.54,JR,958_5_07_21_2021_13_05.xls,222.02469,11.6536319,,Week1,NA,1:05 PM
BMMB,2021,7/28/21,"Newark, DE",CML258,Maize,958,5,,A,0.54,JR,958_5_07_28_2021_12_53.xls,348.9761,18.3170575,,Week2,NA,12:53 PM
BMMB,2021,8/3/21,"Newark, DE",CML258,Maize,958,5,,A,0.54,JR,958_5_08_03_2021_13_20.xls,525.2371,27.5686449,,Week3,NA,1:20 PM
BMMB,2021,8/11/21,"Newark, DE",CML258,Maize,958,5,,A,0.54,JR,958_5_08_11_2021_12_39.xls,683.7353,35.8878984,,Week4,NA,12:39 PM
BMMB,2021,8/19/21,"Newark, DE",CML258,Maize,958,5,,A,0.54,JR,958_5_08_19_2021_12_49.xls,406.86735,21.3556535,,Week5,NA,12:49 PM
BMMB,2021,8/25/21,"Newark, DE",CML258,Maize,958,5,,A,0.54,JR,958_5_08_25_2021_12_50.xls,1060.5155,55.6643376,,Week6,NA,12:50 PM
BMMB,2021,9/10/21,"Newark, DE",CML258,Maize,958,5,,A,0.54,JR,958_5_09_10_2021_13_17.xls,764.9981,40.1532203,,Week8,NA,1:17 PM
BMMB,2021,9/15/21,"Newark, DE",CML258,Maize,958,5,,A,0.54,JR,958_5_09_15_2021_12_49.xls,1045.9429,54.8994509,,Week9,NA,12:49 PM
BMMB,2021,9/22/21,"Newark, DE",CML258,Maize,958,5,,A,0.54,JR,958_5_09_22_2021_13_21.xls,1112.2107,58.3777152,,Week10,NA,1:21 PM
BMMB,2021,9/27/21,"Newark, DE",CML258,Maize,958,5,,A,0.54,anh,958_5_09_27_2021_15_40.xls,1025.181,53.8097003,,FinalTesting,NA,3:40 PM
BMMB,2021,7/21/21,"Newark, DE",CML258,Maize,958,6,,A,0.54,JR,958_6_07_21_2021_13_08.xls,49.92776,2.62060827,,Week1,NA,1:08 PM
BMMB,2021,7/28/21,"Newark, DE",CML258,Maize,958,6,,A,0.54,JR,958_6_07_28_2021_12_55.xls,52.6117,2.76148291,,Week2,NA,12:55 PM
BMMB,2021,8/3/21,"Newark, DE",CML258,Maize,958,6,,A,0.54,JR,958_6_08_03_2021_13_22.xls,78.48184,4.11935482,,Week3,NA,1:22 PM
BMMB,2021,8/11/21,"Newark, DE",CML258,Maize,958,6,,A,0.54,JR,958_6_08_11_2021_12_41.xls,59.12718,3.10346742,,Week4,NA,12:41 PM
BMMB,2021,8/19/21,"Newark, DE",CML258,Maize,958,6,,A,0.54,JR,958_6_08_19_2021_12_52.xls,79.55332,4.17559466,,Week5,NA,12:52 PM
BMMB,2021,8/25/21,"Newark, DE",CML258,Maize,958,6,,A,0.54,JR,958_6_08_25_2021_12_52.xls,193.4083,10.1516149,,Week6,NA,12:52 PM
BMMB,2021,9/10/21,"Newark, DE",CML258,Maize,958,6,,A,0.54,JR,958_6_09_10_2021_13_19.xls,120.3593,6.31741894,,Week8,NA,1:19 PM
BMMB,2021,9/15/21,"Newark, DE",CML258,Maize,958,6,,A,0.54,JR,958_6_09_15_2021_12_51.xls,251.9033,13.2219004,,Week9,NA,12:51 PM
BMMB,2021,9/22/21,"Newark, DE",CML258,Maize,958,6,,A,0.54,JR,958_6_09_22_2021_13_23.xls,169.41216,8.89210545,,Week10,NA,1:23 PM
BMMB,2021,9/27/21,"Newark, DE",CML258,Maize,958,6,,A,0.54,anh,958_6_09_27_2021_15_42.xls,249.0267,13.0709134,,FinalTesting,NA,3:42 PM
BMMB,2021,7/21/21,"Newark, DE",CML258,Maize,958,7,,A,0.54,JR,958_7_07_21_2021_13_09.xls,96.27161,5.05310427,,Week1,NA,1:09 PM
BMMB,2021,7/28/21,"Newark, DE",CML258,Maize,958,7,,A,0.54,JR,958_7_07_28_2021_12_57.xls,175.7975,9.22725918,,Week2,NA,12:57 PM
BMMB,2021,8/3/21,"Newark, DE",CML258,Maize,958,7,,A,0.54,JR,958_7_08_03_2021_13_24.xls,278.00657,14.5920088,,Week3,NA,1:24 PM
BMMB,2021,8/11/21,"Newark, DE",CML258,Maize,958,7,,A,0.54,JR,958_7_08_11_2021_12_43.xls,285.7861,15.0003408,,Week4,NA,12:43 PM
BMMB,2021,8/19/21,"Newark, DE",CML258,Maize,958,7,,A,0.54,JR,958_7_08_19_2021_12_54.xls,193.6949,10.1666579,,Week5,NA,12:54 PM
BMMB,2021,8/25/21,"Newark, DE",CML258,Maize,958,7,,A,0.54,JR,958_7_08_25_2021_12_54.xls,653.2375,34.2871299,,Week6,NA,12:54 PM
BMMB,2021,9/10/21,"Newark, DE",CML258,Maize,958,7,,A,0.54,JR,958_7_09_10_2021_13_21.xls,389.65302,20.4521077,,Week8,NA,1:21 PM
BMMB,2021,9/15/21,"Newark, DE",CML258,Maize,958,7,,A,0.54,JR,958_7_09_15_2021_12_53.xls,689.7324,36.2026742,,Week9,NA,12:53 PM
BMMB,2021,9/22/21,"Newark, DE",CML258,Maize,958,7,,A,0.54,JR,958_7_09_22_2021_13_25.xls,468.08761,24.5689825,,Week10,NA,1:25 PM
BMMB,2021,9/27/21,"Newark, DE",CML258,Maize,958,7,,A,0.54,anh,958_7_09_27_2021_15_44.xls,795.7663,41.7681816,,FinalTesting,NA,3:44 PM
BMMB,2021,9/27/21,"Newark, DE",CML258,Maize,958,8,,A,0.54,anh,958_8_09_27_2021_15_46.xls,747.2489,39.2216003,,FinalTesting,NA,3:46 PM
BMMB,2021,9/27/21,"Newark, DE",CML258,Maize,958,9,,A,0.54,anh,958_9_09_27_2021_15_48.xls,1046.4656,54.9268864,,FinalTesting,NA,3:48 PM
BMMB,2021,9/27/21,"Newark, DE",CML258,Maize,958,10,,A,0.54,anh,958_10_09_27_2021_15_51.xls,876.734,46.0180142,,FinalTesting,NA,3:51 PM
BMMB,2021,9/27/21,"Newark, DE",CML258,Maize,958,11,,A,0.54,anh,958_11_09_27_2021_15_52.xls,812.6826,42.6560843,,FinalTesting,NA,3:52 PM
BMMB,2021,9/27/21,"Newark, DE",CML258,Maize,958,12,,A,0.54,anh,958_12_09_27_2021_15_54.xls,987.0142,51.8064013,,FinalTesting,NA,3:54 PM
BMMB,2021,9/27/21,"Newark, DE",CML258,Maize,958,13,,A,0.54,anh,958_13_09_27_2021_15_56.xls,1079.3933,56.6551955,,FinalTesting,NA,3:56 PM
BMMB,2021,9/27/21,"Newark, DE",CML258,Maize,958,14,,A,0.54,anh,958_14_09_27_2021_15_58.xls,960.7634,50.4285493,,FinalTesting,NA,3:58 PM
BMMB,2021,7/21/21,"Newark, DE",CML258,Maize,959,1,,A,0.54,JR,959_1_07_21_2021_12_44.xls,95.90839,5.03403957,,Week1,NA,12:44 PM
BMMB,2021,7/28/21,"Newark, DE",CML258,Maize,959,1,,A,0.54,JR,959_1_07_28_2021_12_26.xls,370.0711,19.4242919,,Week2,NA,12:26 PM
BMMB,2021,8/3/21,"Newark, DE",CML258,Maize,959,1,,A,0.54,JR,959_1_08_03_2021_12_51.xls,568.1453,29.8208105,,Week3,NA,12:51 PM
BMMB,2021,8/11/21,"Newark, DE",CML258,Maize,959,1,,A,0.54,JR,959_1_08_11_2021_12_17.xls,863.0948,45.3021199,,Week4,NA,12:17 PM
BMMB,2021,8/19/21,"Newark, DE",CML258,Maize,959,1,,A,0.54,JR,959_1_08_19_2021_12_30.xls,598.67591,31.4233012,,Week5,NA,12:30 PM
BMMB,2021,8/25/21,"Newark, DE",CML258,Maize,959,1,,A,0.54,JR,959_1_08_25_2021_12_27.xls,1119.4877,58.7596704,,Week6,NA,12:27 PM
BMMB,2021,9/10/21,"Newark, DE",CML258,Maize,959,1,,A,0.54,JR,959_1_09_10_2021_12_51.xls,966.6569,50.7378874,,Week8,NA,12:51 PM
BMMB,2021,9/15/21,"Newark, DE",CML258,Maize,959,1,,A,0.54,JR,959_1_09_15_2021_12_25.xls,997.8008,52.3725684,,Week9,NA,12:25 PM
BMMB,2021,9/22/21,"Newark, DE",CML258,Maize,959,1,,A,0.54,JR,959_1_09_22_2021_12_53.xls,1192.3689,62.5850588,,Week10,NA,12:53 PM
BMMB,2021,9/27/21,"Newark, DE",CML258,Maize,959,1,,A,0.54,sas,959_1_09_27_2021_14_53.xls,1187.835,62.3470835,,FinalTesting,NA,2:53 PM
BMMB,2021,7/21/21,"Newark, DE",CML258,Maize,959,2,,A,0.54,JR,959_2_07_21_2021_12_46.xls,39.51933,2.07429059,,Week1,NA,12:46 PM
