Experiment,Year,Date,Geographic.Location,Accession,Species,Plot.ID,Plant.Number,Plant.Age,Test.Type,Load.Cell.Height..m.,Operator,Raw.Data.Label,Raw.Slope.IMU..N.m...Calculated.from.Load.and.Unload.,Flexural.Rigidity..EI....IMU,PusherName,Additional.Notes,Publication.s.,TimeOfTesting
BMMB,2021,7/21/21,"Newark, DE",CML258,Maize,964,8,,A,0.54,JR,964_8_07_21_2021_12_22.xls,299.666,15.728869,,Week1,NA,12:22 PM
BMMB,2021,7/28/21,"Newark, DE",CML258,Maize,964,8,,A,0.54,JR,964_8_07_28_2021_12_22.xls,570.69512,29.9546455,,Week2,NA,12:22 PM
BMMB,2021,8/3/21,"Newark, DE",CML258,Maize,964,8,,A,0.54,JR,964_8_08_03_2021_12_21.xls,862.9597,45.2950287,,Week3,NA,12:21 PM
BMMB,2021,8/11/21,"Newark, DE",CML258,Maize,964,8,,A,0.54,JR,964_8_08_11_2021_12_14.xls,1056.5688,55.4571832,,Week4,NA,12:14 PM
BMMB,2021,8/19/21,"Newark, DE",CML258,Maize,964,8,,A,0.54,JR,964_8_08_19_2021_12_05.xls,730.7722,38.3567712,,Week5,NA,12:05 PM
BMMB,2021,8/25/21,"Newark, DE",CML258,Maize,964,8,,A,0.54,JR,964_8_08_25_2021_12_22.xls,1070.223,56.1738648,,Week6,NA,12:22 PM
BMMB,2021,9/10/21,"Newark, DE",CML258,Maize,964,8,,A,0.54,JR,964_8_09_10_2021_12_28.xls,949.9131,49.8590388,,Week8,NA,12:28 PM
BMMB,2021,9/15/21,"Newark, DE",CML258,Maize,964,8,,A,0.54,JR,964_8_09_15_2021_12_21.xls,1068.02725,56.0586143,,Week9,NA,12:21 PM
BMMB,2021,9/22/21,"Newark, DE",CML258,Maize,964,8,,A,0.54,JR,964_8_09_22_2021_12_27.xls,938.3437,49.2517841,,Week10,NA,12:27 PM
BMMB,2021,9/27/21,"Newark, DE",CML258,Maize,964,8,,A,0.54,sas,964_8_09_27_2021_12_31.xls,1066.5365,55.9803678,,FinalTesting,NA,12:31 PM
BMMB,2021,9/27/21,"Newark, DE",CML258,Maize,964,9,,A,0.54,sas,964_9_09_27_2021_12_32.xls,1006.916,52.851007,,FinalTesting,NA,12:32 PM
BMMB,2021,9/27/21,"Newark, DE",CML258,Maize,964,10,,A,0.54,sas,964_10_09_27_2021_12_35.xls,482.9141,25.3471953,,FinalTesting,NA,12:35 PM
BMMB,2021,9/27/21,"Newark, DE",CML258,Maize,964,11,,A,0.54,sas,964_11_09_27_2021_12_38.xls,690.7205,36.2545376,,FinalTesting,NA,12:38 PM
BMMB,2021,9/27/21,"Newark, DE",CML258,Maize,964,12,,A,0.54,sas,964_12_09_27_2021_12_40.xls,173.7362,9.11906567,,FinalTesting,NA,12:40 PM
BMMB,2021,9/27/21,"Newark, DE",CML258,Maize,964,13,,A,0.54,sas,964_13_09_27_2021_12_43.xls,1127.914,59.20195,,FinalTesting,NA,12:43 PM
BMMB,2021,9/27/21,"Newark, DE",CML258,Maize,964,14,,A,0.54,sas,964_14_09_27_2021_12_45.xls,1086.7233,57.0399326,,FinalTesting,NA,12:45 PM
BMMB,2021,9/27/21,"Newark, DE",CML258,Maize,964,15,,A,0.54,sas,964_15_09_27_2021_12_48.xls,900.1365,47.2463646,,FinalTesting,NA,12:48 PM
BMMB,2021,9/27/21,"Newark, DE",CML258,Maize,965,1,,A,0.54,sas,965_1_09_27_2021_12_09.xls,1028.4185,53.9796302,,FinalTesting,NA,12:09 PM
BMMB,2021,9/27/21,"Newark, DE",CML258,Maize,965,2,,A,0.54,sas,965_2_09_27_2021_12_11.xls,687.2248,36.0710553,,FinalTesting,NA,12:11 PM
BMMB,2021,8/11/21,"Newark, DE",CML258,Maize,966,1,,A,0.54,JR,966_1_08_11_2021_13_26.xls,708.4697,37.1861576,,Week4,NA,1:26 PM
BMMB,2021,9/27/21,"Newark, DE",CML258,Maize,966,1,,A,0.54,anh,966_1_09_27_2021_16_04.xls,1016.3469,53.3460161,,FinalTesting,NA,4:04 PM
BMMB,2021,8/11/21,"Newark, DE",CML258,Maize,966,2,,A,0.54,JR,966_2_08_11_2021_13_28.xls,1013.6492,53.2044192,,Week4,NA,1:28 PM
BMMB,2021,9/27/21,"Newark, DE",CML258,Maize,966,2,,A,0.54,anh,966_2_09_27_2021_16_07.xls,1029.36702,54.0294161,,FinalTesting,NA,4:07 PM
BMMB,2021,8/11/21,"Newark, DE",CML258,Maize,966,3,,A,0.54,JR,966_3_08_11_2021_13_30.xls,726.5203,38.1335975,,Week4,NA,1:30 PM
BMMB,2021,9/27/21,"Newark, DE",CML258,Maize,966,3,,A,0.54,anh,966_3_09_27_2021_16_08.xls,1022.5659,53.672439,,FinalTesting,NA,4:08 PM
BMMB,2021,8/11/21,"Newark, DE",CML258,Maize,966,4,,A,0.54,JR,966_4_08_11_2021_13_32.xls,21.93185,1.15115894,,Week4,NA,1:32 PM
BMMB,2021,9/27/21,"Newark, DE",CML258,Maize,966,4,,A,0.54,anh,966_4_09_27_2021_16_10.xls,37.06895,1.94567505,,FinalTesting,NA,4:10 PM
BMMB,2021,8/11/21,"Newark, DE",CML258,Maize,966,5,,A,0.54,JR,966_5_08_11_2021_13_34.xls,829.8166,43.5554137,,Week4,NA,1:34 PM
BMMB,2021,9/27/21,"Newark, DE",CML258,Maize,966,5,,A,0.54,anh,966_5_09_27_2021_16_12.xls,1080.2647,56.7009336,,FinalTesting,NA,4:12 PM
BMMB,2021,8/11/21,"Newark, DE",CML258,Maize,966,6,,A,0.54,JR,966_6_08_11_2021_13_36.xls,520.8369,27.3376872,,Week4,NA,1:36 PM
BMMB,2021,9/27/21,"Newark, DE",CML258,Maize,966,6,,A,0.54,anh,966_6_09_27_2021_16_14.xls,951.2281,49.9280605,,FinalTesting,NA,4:14 PM
BMMB,2021,9/27/21,"Newark, DE",CML258,Maize,966,7,,A,0.54,anh,966_7_09_27_2021_16_16.xls,71.52069,3.75397798,,FinalTesting,NA,4:16 PM
BMMB,2021,9/27/21,"Newark, DE",CML258,Maize,966,8,,A,0.54,anh,966_8_09_27_2021_16_18.xls,911.2406,47.8291966,,FinalTesting,NA,4:18 PM
BMMB,2021,9/27/21,"Newark, DE",CML258,Maize,966,9,,A,0.54,anh,966_9_09_27_2021_16_19.xls,878.5656,46.1141512,,FinalTesting,NA,4:19 PM
BMMB,2021,9/27/21,"Newark, DE",CML258,Maize,966,10,,A,0.54,anh,966_10_09_27_2021_16_21.xls,307.446,16.1372256,,FinalTesting,NA,4:21 PM
BMMB,2021,9/27/21,"Newark, DE",CML258,Maize,966,11,,A,0.54,anh,966_11_09_27_2021_16_23.xls,969.9646,50.9115019,,FinalTesting,NA,4:23 PM
BMMB,2021,9/27/21,"Newark, DE",CML258,Maize,966,12,,A,0.54,anh,966_12_09_27_2021_16_25.xls,968.8864,50.8549094,,FinalTesting,NA,4:25 PM
BMMB,2021,9/27/21,"Newark, DE",CML258,Maize,966,13,,A,0.54,anh,966_13_09_27_2021_16_27.xls,673.9025,35.3717944,,FinalTesting,NA,4:27 PM
BMMB,2021,9/27/21,"Newark, DE",CML258,Maize,966,14,,A,0.54,anh,966_14_09_27_2021_16_29.xls,375.2554,19.6964054,,FinalTesting,NA,4:29 PM
BMMB,2021,9/27/21,"Newark, DE",CML258,Maize,966,15,,A,0.54,anh,966_15_09_27_2021_16_31.xls,1160.9544,60.9361745,,FinalTesting,NA,4:31 PM
BMMB,2021,8/3/21,"Newark, DE",CML258,Maize,967,1,,A,0.54,JR,967_1_08_03_2021_13_30.xls,618.2978,32.4532149,,Week3,NA,1:30 PM
BMMB,2021,9/27/21,"Newark, DE",CML258,Maize,967,1,,A,0.54,anh,967_1_09_27_2021_16_33.xls,961.6851,50.4769275,,FinalTesting,NA,4:33 PM
BMMB,2021,8/3/21,"Newark, DE",CML258,Maize,967,2,,A,0.54,JR,967_2_08_03_2021_13_32.xls,414.2339,21.7423089,,Week3,NA,1:32 PM
BMMB,2021,9/27/21,"Newark, DE",CML258,Maize,967,2,,A,0.54,anh,967_2_09_27_2021_16_35.xls,917.2732,48.1458357,,FinalTesting,NA,4:35 PM
BMMB,2021,8/3/21,"Newark, DE",CML258,Maize,967,3,,A,0.54,JR,967_3_08_03_2021_13_34.xls,345.7359,18.1469859,,Week3,NA,1:34 PM
BMMB,2021,9/27/21,"Newark, DE",CML258,Maize,967,3,,A,0.54,anh,967_3_09_27_2021_16_36.xls,822.18,43.1545838,,FinalTesting,NA,4:36 PM
BMMB,2021,8/3/21,"Newark, DE",CML258,Maize,967,4,,A,0.54,JR,967_4_08_03_2021_13_36.xls,582.0037,30.5482102,,Week3,NA,1:36 PM
BMMB,2021,9/27/21,"Newark, DE",CML258,Maize,967,4,,A,0.54,anh,967_4_09_27_2021_16_38.xls,998.8104,52.4255603,,FinalTesting,NA,4:38 PM
BMMB,2021,8/3/21,"Newark, DE",CML258,Maize,967,5,,A,0.54,JR,967_5_08_03_2021_13_39.xls,416.2815,21.8497834,,Week3,NA,1:39 PM
BMMB,2021,9/27/21,"Newark, DE",CML258,Maize,967,5,,A,0.54,anh,967_5_09_27_2021_16_42.xls,854.8294,44.8682855,,FinalTesting,NA,4:42 PM
BMMB,2021,8/3/21,"Newark, DE",CML258,Maize,967,6,,A,0.54,JR,967_6_08_03_2021_13_41.xls,53.46931,2.80649714,,Week3,NA,1:41 PM
BMMB,2021,9/27/21,"Newark, DE",CML258,Maize,967,6,,A,0.54,anh,967_6_09_27_2021_16_44.xls,480.6237,25.2269768,,FinalTesting,NA,4:44 PM
BMMB,2021,9/27/21,"Newark, DE",CML258,Maize,967,7,,A,0.54,anh,967_7_09_27_2021_16_46.xls,742.9789,38.9974765,,FinalTesting,NA,4:46 PM
BMMB,2021,9/27/21,"Newark, DE",CML258,Maize,967,8,,A,0.54,anh,967_8_09_27_2021_16_48.xls,921.797,48.3832809,,FinalTesting,NA,4:48 PM
BMMB,2021,9/27/21,"Newark, DE",CML258,Maize,967,9,,A,0.54,anh,967_9_09_27_2021_16_51.xls,846.38858,44.4252438,,FinalTesting,NA,4:51 PM
BMMB,2021,9/27/21,"Newark, DE",CML258,Maize,967,10,,A,0.54,anh,967_10_09_27_2021_16_53.xls,988.8909,51.9049056,,FinalTesting,NA,4:53 PM
BMMB,2021,9/27/21,"Newark, DE",CML258,Maize,967,11,,A,0.54,anh,967_11_09_27_2021_16_57.xls,533.3929,27.9967265,,FinalTesting,NA,4:57 PM
BMMB,2021,9/27/21,"Newark, DE",CML258,Maize,967,12,,A,0.54,anh,967_12_09_27_2021_16_59.xls,893.8649,46.9171809,,FinalTesting,NA,4:59 PM
BMMB,2021,8/25/21,"Newark, DE",CML258,Maize,971,1,,A,0.54,JR,971_1_08_25_2021_12_59.xls,827.7863,43.4488473,,Week6,NA,12:59 PM
BMMB,2021,9/28/21,"Newark, DE",CML258,Maize,971,1,,A,0.54,sas,971_1_09_28_2021_09_55.xls,894.3406,46.9421494,,FinalTesting,NA,9:55 AM
BMMB,2021,8/25/21,"Newark, DE",CML258,Maize,971,2,,A,0.54,JR,971_2_08_25_2021_13_01.xls,987.2297,51.8177125,,Week6,NA,1:01 PM
BMMB,2021,9/28/21,"Newark, DE",CML258,Maize,971,2,,A,0.54,sas,971_2_09_28_2021_09_57.xls,1263.9,66.3395832,,FinalTesting,NA,9:57 AM
BMMB,2021,8/25/21,"Newark, DE",CML258,Maize,971,3,,A,0.54,JR,971_3_08_25_2021_13_03.xls,1089.7667,57.1996745,,Week6,NA,1:03 PM
BMMB,2021,9/28/21,"Newark, DE",CML258,Maize,971,3,,A,0.54,sas,971_3_09_28_2021_09_59.xls,1166.465,61.2254149,,FinalTesting,NA,9:59 AM
BMMB,2021,8/25/21,"Newark, DE",CML258,Maize,971,4,,A,0.54,JR,971_4_08_25_2021_13_05.xls,292.3072,15.3426203,,Week6,NA,1:05 PM
BMMB,2021,9/28/21,"Newark, DE",CML258,Maize,971,4,,A,0.54,sas,971_4_09_28_2021_10_01.xls,237.5315,12.4675534,,FinalTesting,NA,10:01 AM
BMMB,2021,8/25/21,"Newark, DE",CML258,Maize,971,5,,A,0.54,JR,971_5_08_25_2021_13_07.xls,1063.0208,55.7958358,,Week6,NA,1:07 PM
BMMB,2021,9/28/21,"Newark, DE",CML258,Maize,971,5,,A,0.54,sas,971_5_09_28_2021_10_04.xls,1019.18265,53.4948589,,FinalTesting,NA,10:04 AM
BMMB,2021,8/25/21,"Newark, DE",CML258,Maize,971,6,,A,0.54,JR,971_6_08_25_2021_13_09.xls,991.5323,52.0435474,,Week6,NA,1:09 PM
BMMB,2021,9/28/21,"Newark, DE",CML258,Maize,971,6,,A,0.54,sas,971_6_09_28_2021_10_06.xls,1077.546,56.5582344,,FinalTesting,NA,10:06 AM
BMMB,2021,8/25/21,"Newark, DE",CML258,Maize,971,7,,A,0.54,JR,971_7_08_25_2021_13_12.xls,991.7136,52.0530634,,Week6,NA,1:12 PM
BMMB,2021,9/28/21,"Newark, DE",CML258,Maize,971,7,,A,0.54,sas,971_7_09_28_2021_10_08.xls,1134.405,59.5426496,,FinalTesting,NA,10:08 AM
BMMB,2021,9/28/21,"Newark, DE",CML258,Maize,971,8,,A,0.54,sas,971_8_09_28_2021_10_10.xls,785.6757,41.2385461,,FinalTesting,NA,10:10 AM
BMMB,2021,9/28/21,"Newark, DE",CML258,Maize,971,9,,A,0.54,sas,971_9_09_28_2021_10_12.xls,934.6664,49.05877,,FinalTesting,NA,10:12 AM
BMMB,2021,9/28/21,"Newark, DE",CML258,Maize,971,9,,A,0.54,sas,971_9_09_28_2021_10_14.xls,539.5529,28.3200526,,FinalTesting,NA,10:14 AM
BMMB,2021,9/28/21,"Newark, DE",CML258,Maize,971,11,,A,0.54,sas,971_11_09_28_2021_10_16.xls,524.2559,27.5171437,,FinalTesting,NA,10:16 AM
BMMB,2021,9/28/21,"Newark, DE",CML258,Maize,971,12,,A,0.54,sas,971_12_09_28_2021_10_18.xls,949.5265,49.8387469,,FinalTesting,NA,10:18 AM
BMMB,2021,9/28/21,"Newark, DE",CML258,Maize,971,13,,A,0.54,sas,971_13_09_28_2021_10_20.xls,192.5342,10.1057351,,FinalTesting,NA,10:20 AM
BMMB,2021,9/28/21,"Newark, DE",CML258,Maize,971,14,,A,0.54,sas,971_14_09_28_2021_10_25.xls,1388.979,72.9047298,,FinalTesting,NA,10:25 AM
BMMB,2021,9/28/21,"Newark, DE",CML258,Maize,971,14,,A,0.54,sas,971_14_09_28_2021_10_23.xls,1396.642,73.3069453,,FinalTesting,NA,10:23 AM
BMMB,2021,7/21/21,"Newark, DE",CML258,Maize,1018,1,,1,0.54,JR,1018_1_07_21_2021_13_28.xls,281.81249,14.791774,,Week1,NA,1:28 PM
BMMB,2021,7/28/21,"Newark, DE",CML258,Maize,1018,1,,A,0.54,JR,1018_1_07_28_2021_13_26.xls,504.3386,26.4717244,,Week2,NA,1:26 PM
BMMB,2021,8/3/21,"Newark, DE",CML258,Maize,1018,1,,A,0.54,JR,1018_1_08_03_2021_13_48.xls,701.7419,36.8330288,,Week3,NA,1:48 PM
BMMB,2021,8/11/21,"Newark, DE",CML258,Maize,1018,1,,A,0.54,JR,1018_1_08_11_2021_12_49.xls,939.5462,49.3149009,,Week4,NA,12:49 PM
BMMB,2021,8/19/21,"Newark, DE",CML258,Maize,1018,1,,A,0.54,JR,1018_1_08_19_2021_12_58.xls,825.44601,43.3260102,,Week5,NA,12:58 PM
BMMB,2021,8/25/21,"Newark, DE",CML258,Maize,1018,1,,A,0.54,JR,1018_1_08_25_2021_13_16.xls,1101.7629,57.8293311,,Week6,NA,1:16 PM
BMMB,2021,9/10/21,"Newark, DE",CML258,Maize,1018,1,,A,0.54,JR,1018_1_09_10_2021_13_27.xls,873.85146,45.8667154,,Week8,NA,1:27 PM
BMMB,2021,9/15/21,"Newark, DE",CML258,Maize,1018,1,,A,0.54,JR,1018_1_09_15_2021_12_58.xls,1019.2622,53.4990344,,Week9,NA,12:58 PM
BMMB,2021,9/22/21,"Newark, DE",CML258,Maize,1018,1,,A,0.54,JR,1018_1_09_22_2021_13_33.xls,1014.05675,53.2258107,,Week10,NA,1:33 PM
BMMB,2021,9/28/21,"Newark, DE",CML258,Maize,1018,1,,A,0.54,sas,1018_1_09_28_2021_12_50.xls,1193.142,62.6256373,,FinalTesting,NA,12:50 PM
BMMB,2021,7/21/21,"Newark, DE",CML258,Maize,1018,2,,1,0.54,JR,1018_2_07_21_2021_13_30.xls,69.48095,3.6469161,,Week1,NA,1:30 PM
BMMB,2021,7/28/21,"Newark, DE",CML258,Maize,1018,2,,A,0.54,JR,1018_2_07_28_2021_13_27.xls,228.0334,11.9690171,,Week2,NA,1:27 PM
BMMB,2021,8/3/21,"Newark, DE",CML258,Maize,1018,2,,A,0.54,JR,1018_2_08_03_2021_13_50.xls,278.5548,14.6207843,,Week3,NA,1:50 PM
BMMB,2021,8/11/21,"Newark, DE",CML258,Maize,1018,2,,A,0.54,JR,1018_2_08_11_2021_12_56.xls,296.5477,15.5651957,,Week4,NA,12:56 PM
BMMB,2021,8/19/21,"Newark, DE",CML258,Maize,1018,2,,A,0.54,JR,1018_2_08_19_2021_12_59.xls,240.2896,12.6123205,,Week5,NA,12:59 PM
BMMB,2021,8/25/21,"Newark, DE",CML258,Maize,1018,2,,A,0.54,JR,1018_2_08_25_2021_13_18.xls,673.7009,35.3612128,,Week6,NA,1:18 PM
BMMB,2021,9/10/21,"Newark, DE",CML258,Maize,1018,2,,A,0.54,JR,1018_2_09_10_2021_13_29.xls,437.75,22.976622,,Week8,NA,1:29 PM
BMMB,2021,9/15/21,"Newark, DE",CML258,Maize,1018,2,,A,0.54,JR,1018_2_09_15_2021_13_00.xls,857.6337,45.0154776,,Week9,NA,1:00 PM
BMMB,2021,9/22/21,"Newark, DE",CML258,Maize,1018,2,,A,0.54,JR,1018_2_09_22_2021_13_35.xls,863.5024,45.323514,,Week10,NA,1:35 PM
BMMB,2021,9/28/21,"Newark, DE",CML258,Maize,1018,2,,A,0.54,sas,1018_2_09_28_2021_12_52.xls,822.3835,43.1652651,,FinalTesting,NA,12:52 PM
BMMB,2021,7/21/21,"Newark, DE",CML258,Maize,1018,3,,1,0.54,JR,1018_3_07_21_2021_13_32.xls,316.5383,16.6144623,,Week1,NA,1:32 PM
BMMB,2021,7/28/21,"Newark, DE",CML258,Maize,1018,3,,A,0.54,JR,1018_3_07_28_2021_13_29.xls,492.1692,25.832977,,Week2,NA,1:29 PM
BMMB,2021,8/3/21,"Newark, DE",CML258,Maize,1018,3,,A,0.54,JR,1018_3_08_03_2021_13_52.xls,801.0269,42.0442999,,Week3,NA,1:52 PM
BMMB,2021,8/11/21,"Newark, DE",CML258,Maize,1018,3,,A,0.54,JR,1018_3_08_11_2021_12_58.xls,966.7602,50.7433094,,Week4,NA,12:58 PM
BMMB,2021,8/19/21,"Newark, DE",CML258,Maize,1018,3,,A,0.54,JR,1018_3_08_19_2021_13_01.xls,704.1829,36.9611521,,Week5,NA,1:01 PM
BMMB,2021,8/25/21,"Newark, DE",CML258,Maize,1018,3,,A,0.54,JR,1018_3_08_25_2021_13_20.xls,995.58793,52.2564193,,Week6,NA,1:20 PM
BMMB,2021,9/10/21,"Newark, DE",CML258,Maize,1018,3,,A,0.54,JR,1018_3_09_10_2021_13_31.xls,886.2741,46.518755,,Week8,NA,1:31 PM
BMMB,2021,9/15/21,"Newark, DE",CML258,Maize,1018,3,,A,0.54,JR,1018_3_09_15_2021_13_03.xls,1117.2522,58.6423335,,Week9,NA,1:03 PM
BMMB,2021,9/22/21,"Newark, DE",CML258,Maize,1018,3,,A,0.54,JR,1018_3_09_22_2021_13_37.xls,978.8697,51.3789128,,Week10,NA,1:37 PM
BMMB,2021,9/28/21,"Newark, DE",CML258,Maize,1018,3,,A,0.54,sas,1018_3_09_28_2021_12_54.xls,973.1443,51.078398,,FinalTesting,NA,12:54 PM
BMMB,2021,7/21/21,"Newark, DE",CML258,Maize,1018,4,,1,0.54,JR,1018_4_07_21_2021_13_34.xls,69.52443,3.64919828,,Week1,NA,1:34 PM
BMMB,2021,7/28/21,"Newark, DE",CML258,Maize,1018,4,,A,0.54,JR,1018_4_07_28_2021_13_32.xls,156.80329,8.23029109,,Week2,NA,1:32 PM
BMMB,2021,8/3/21,"Newark, DE",CML258,Maize,1018,4,,A,0.54,JR,1018_4_08_03_2021_13_54.xls,198.19465,10.4028408,,Week3,NA,1:54 PM
BMMB,2021,8/11/21,"Newark, DE",CML258,Maize,1018,4,,A,0.54,JR,1018_4_08_11_2021_13_00.xls,144.65206,7.59249733,,Week4,NA,1:00 PM
BMMB,2021,8/19/21,"Newark, DE",CML258,Maize,1018,4,,A,0.54,JR,1018_4_08_19_2021_13_03.xls,140.4048,7.36956714,,Week5,NA,1:03 PM
BMMB,2021,8/25/21,"Newark, DE",CML258,Maize,1018,4,,A,0.54,JR,1018_4_08_25_2021_13_22.xls,349.1966,18.3286311,,Week6,NA,1:22 PM
BMMB,2021,9/10/21,"Newark, DE",CML258,Maize,1018,4,,A,0.54,JR,1018_4_09_10_2021_13_34.xls,225.3438,11.8278454,,Week8,NA,1:34 PM
BMMB,2021,9/15/21,"Newark, DE",CML258,Maize,1018,4,,A,0.54,JR,1018_4_09_15_2021_13_05.xls,473.4595,24.8509422,,Week9,NA,1:05 PM
BMMB,2021,9/22/21,"Newark, DE",CML258,Maize,1018,4,,A,0.54,JR,1018_4_09_22_2021_13_39.xls,452.1395,23.7318981,,Week10,NA,1:39 PM
BMMB,2021,9/28/21,"Newark, DE",CML258,Maize,1018,4,,A,0.54,sas,1018_4_09_28_2021_12_56.xls,397.6837,20.873622,,FinalTesting,NA,12:56 PM
BMMB,2021,7/21/21,"Newark, DE",CML258,Maize,1018,5,,1,0.54,JR,1018_5_07_21_2021_13_36.xls,262.3348,13.769429,,Week1,NA,1:36 PM
BMMB,2021,7/28/21,"Newark, DE",CML258,Maize,1018,5,,A,0.54,JR,1018_5_07_28_2021_13_34.xls,445.9291,23.4059266,,Week2,NA,1:34 PM
BMMB,2021,8/3/21,"Newark, DE",CML258,Maize,1018,5,,A,0.54,JR,1018_5_08_03_2021_13_56.xls,673.6074,35.3563052,,Week3,NA,1:56 PM
BMMB,2021,8/11/21,"Newark, DE",CML258,Maize,1018,5,,A,0.54,JR,1018_5_08_11_2021_13_02.xls,763.8015,40.0904131,,Week4,NA,1:02 PM
BMMB,2021,8/19/21,"Newark, DE",CML258,Maize,1018,5,,A,0.54,JR,1018_5_08_19_2021_13_05.xls,571.5647,30.000288,,Week5,NA,1:05 PM
BMMB,2021,8/25/21,"Newark, DE",CML258,Maize,1018,5,,A,0.54,JR,1018_5_08_25_2021_13_24.xls,1007.3345,52.8729732,,Week6,NA,1:24 PM
BMMB,2021,9/10/21,"Newark, DE",CML258,Maize,1018,5,,A,0.54,JR,1018_5_09_10_2021_13_36.xls,866.7353,45.4932024,,Week8,NA,1:36 PM
BMMB,2021,9/15/21,"Newark, DE",CML258,Maize,1018,5,,A,0.54,JR,1018_5_09_15_2021_13_07.xls,1036.69728,54.414167,,Week9,NA,1:07 PM
BMMB,2021,9/22/21,"Newark, DE",CML258,Maize,1018,5,,A,0.54,JR,1018_5_09_22_2021_13_43.xls,798.6833,41.9212891,,Week10,NA,1:43 PM
BMMB,2021,9/28/21,"Newark, DE",CML258,Maize,1018,5,,A,0.54,sas,1018_5_09_28_2021_12_58.xls,1066.2386,55.9647316,,FinalTesting,NA,12:58 PM
BMMB,2021,9/28/21,"Newark, DE",CML258,Maize,1018,6,,A,0.54,sas,1018_6_09_28_2021_13_00.xls,520.0937,27.2986781,,FinalTesting,NA,1:00 PM
BMMB,2021,9/28/21,"Newark, DE",CML258,Maize,1018,7,,A,0.54,sas,1018_7_09_28_2021_13_02.xls,632.3131,33.18885,,FinalTesting,NA,1:02 PM
BMMB,2021,9/28/21,"Newark, DE",CML258,Maize,1018,8,,A,0.54,sas,1018_8_09_28_2021_13_04.xls,815.275,42.7921542,,FinalTesting,NA,1:04 PM
BMMB,2021,9/28/21,"Newark, DE",CML258,Maize,1018,9,,A,0.54,sas,1018_9_09_28_2021_13_06.xls,645.3189,33.8714984,,FinalTesting,NA,1:06 PM
BMMB,2021,9/28/21,"Newark, DE",CML258,Maize,1018,10,,A,0.54,sas,1018_10_09_28_2021_13_08.xls,205.4783,10.785145,,FinalTesting,NA,1:08 PM
BMMB,2021,9/28/21,"Newark, DE",CML258,Maize,1018,11,,A,0.54,sas,1018_11_09_28_2021_13_10.xls,955.9019,50.1733789,,FinalTesting,NA,1:10 PM
BMMB,2021,7/21/21,"Newark, DE",CML258,Maize,1019,1,,1,0.54,JR,1019_1_07_21_2021_13_18.xls,389.49747,20.4439432,,Week1,NA,1:18 PM
BMMB,2021,9/28/21,"Newark, DE",CML258,Maize,1019,1,,A,0.54,sas,1019_1_09_28_2021_12_19.xls,1192.203,62.5763511,,FinalTesting,NA,12:19 PM
BMMB,2021,7/21/21,"Newark, DE",CML258,Maize,1019,2,,1,0.54,JR,1019_2_07_21_2021_13_20.xls,371.89662,19.5201098,,Week1,NA,1:20 PM
BMMB,2021,9/28/21,"Newark, DE",CML258,Maize,1019,2,,A,0.54,sas,1019_2_09_28_2021_12_21.xls,1150.3885,60.3815916,,FinalTesting,NA,12:21 PM
BMMB,2021,7/21/21,"Newark, DE",CML258,Maize,1019,3,,1,0.54,JR,1019_3_07_21_2021_13_22.xls,137.5066,7.21744642,,Week1,NA,1:22 PM
BMMB,2021,9/28/21,"Newark, DE",CML258,Maize,1019,3,,A,0.54,sas,1019_3_09_28_2021_12_23.xls,879.8811,46.1831992,,FinalTesting,NA,12:23 PM
BMMB,2021,7/21/21,"Newark, DE",CML258,Maize,1019,4,,1,0.54,JR,1019_4_07_21_2021_13_24.xls,399.690288,20.9789438,,Week1,NA,1:24 PM
BMMB,2021,9/28/21,"Newark, DE",CML258,Maize,1019,4,,A,0.54,sas,1019_4_09_28_2021_12_25.xls,987.41184,51.8272727,,FinalTesting,NA,12:25 PM
BMMB,2021,7/21/21,"Newark, DE",CML258,Maize,1019,5,,1,0.54,JR,1019_5_07_21_2021_13_26.xls,178.17948,9.35228455,,Week1,NA,1:26 PM
BMMB,2021,9/28/21,"Newark, DE",CML258,Maize,1019,5,,A,0.54,sas,1019_5_09_28_2021_12_27.xls,909.9365,47.760747,,FinalTesting,NA,12:27 PM
BMMB,2021,9/28/21,"Newark, DE",CML258,Maize,1019,6,,A,0.54,sas,1019_6_09_28_2021_12_29.xls,882.4487,46.3179674,,FinalTesting,NA,12:29 PM
BMMB,2021,9/28/21,"Newark, DE",CML258,Maize,1019,7,,A,0.54,sas,1019_7_09_28_2021_12_31.xls,638.3739,33.5069693,,FinalTesting,NA,12:31 PM
BMMB,2021,9/28/21,"Newark, DE",CML258,Maize,1019,8,,A,0.54,sas,1019_8_09_28_2021_12_32.xls,1012.535,53.1459371,,FinalTesting,NA,12:32 PM
BMMB,2021,9/28/21,"Newark, DE",CML258,Maize,1019,9,,A,0.54,sas,1019_9_09_28_2021_12_34.xls,49.24851,2.58495579,,FinalTesting,NA,12:34 PM
BMMB,2021,9/28/21,"Newark, DE",CML258,Maize,1019,10,,A,0.54,sas,1019_10_09_28_2021_12_36.xls,920.20816,48.2998859,,FinalTesting,NA,12:36 PM
BMMB,2021,8/25/21,"Newark, DE",CML258,Maize,1020,1,,A,0.54,JR,1020_1_08_25_2021_13_46.xls,146.42052,7.68532025,,Week6,NA,1:46 PM
BMMB,2021,9/28/21,"Newark, DE",CML258,Maize,1020,1,,A,0.54,sas,1020_1_09_28_2021_11_11.xls,268.328,14.0840001,,FinalTesting,NA,11:11 AM
